siteid,sitename,datacreationdate,aqi,status,o3,no2,pm2.5
35,Erlin,2024-05-30 20:00,53,Moderate,26.8,5.7,23
34,Xianxi,2024-05-30 20:00,46,Good,30.3,6.8,11
33,Changhua,2024-05-30 20:00,54,Moderate,35.3,7.2,12
32,Xitun,2024-05-30 20:00,51,Moderate,31.6,9.2,7
31,Zhongming,2024-05-30 20:00,35,Good,30.4,9.2,8
30,Dali,2024-05-30 20:00,47,Good,21.3,11.8,9
29,Shalu,2024-05-30 20:00,49,Good,32,11.9,11
28,Fengyuan,2024-05-30 20:00,54,Moderate,22.9,6.7,8
27,Sanyi,2024-05-30 20:00,48,Good,30.9,2.1,13
26,Miaoli,2024-05-30 20:00,50,Good,33.6,7.5,11
25,Toufen,2024-05-30 20:00,46,Good,40.6,5.4,11
24,Hsinchu,2024-05-30 20:00,44,Good,42.9,8.7,8
23,Zhudong,2024-05-30 20:00,54,Moderate,21.5,10.9,18
22,Hukou,2024-05-30 20:00,55,Moderate,35.1,5.8,18
21,Longtan,2024-05-30 20:00,52,Moderate,25.7,19.8,21
20,Pingzhen,2024-05-30 20:00,43,Good,18.7,26.7,16
19,Guanyin,2024-05-30 20:00,35,Good,34.1,7.5,7
18,Dayuan,2024-05-30 20:00,34,Good,21.1,19.5,17
17,Taoyuan,2024-05-30 20:00,40,Good,26.6,23,13
16,Datong,2024-05-30 20:00,51,Moderate,11,31.9,12
15,Songshan,2024-05-30 20:00,42,Good,12.1,25.3,12
14,Guting,2024-05-30 20:00,35,Good,17.3,16.1,11
13,Wanhua,2024-05-30 20:00,47,Good,18.3,28,10
12,Zhongshan,2024-05-30 20:00,51,Moderate,10.2,31.8,13
11,Shilin,2024-05-30 20:00,38,Good,17,23.2,11
10,Tamsui,2024-05-30 20:00,45,Good,17.5,27.5,11
9,Linkou,2024-05-30 20:00,38,Good,31.5,7.2,11
8,Cailiao,2024-05-30 20:00,35,Good,23.5,21.3,7
7,Xinzhuang,2024-05-30 20:00,38,Good,18.2,23.4,11
6,Banqiao,2024-05-30 20:00,42,Good,20.2,25.1,8
5,Tucheng,2024-05-30 20:00,55,Moderate,7.9,35.2,21
4,Xindian,2024-05-30 20:00,38,Good,18.6,11.6,10
3,Wanli,2024-05-30 20:00,35,Good,14.4,7.7,5
2,Xizhi,2024-05-30 20:00,51,Moderate,1.1,31.8,16
1,Keelung,2024-05-30 20:00,28,Good,3.3,17.4,8
313,Pingtung（fangshan）,2024-05-30 19:00,33,Good,35.1,2.3,2
312,Taichung（Rilana Elementary）,2024-05-30 19:00,48,Good,41.3,5.1,8
311,New Taipei(Shulin),2024-05-30 19:00,52,Moderate,13.8,33.2,13
204,Pingtung（Liuqiu）,2024-05-30 19:00,28,Good,30.6,1.7,8
203,Tainan（Madou）,2024-05-30 19:00,31,Good,26.3,7.5,7
202,Kaohsiung（Hunei）,2024-05-30 19:00,23,Good,19.9,8.7,2
201,Changhua（Yuanlin）,2024-05-30 19:00,46,Good,31.6,8.7,10
85,Dacheng,2024-05-30 19:00,51,Moderate,35.1,4.8,5
84,FugueiCape,2024-05-30 19:00,43,Good,36.8,6.3,8
83,Mailiao,2024-05-30 19:00,45,Good,26.6,3.6,3
80,Guanshan,2024-05-30 19:00,28,Good,23.4,3.6,5
78,Magong,2024-05-30 19:00,40,Good,31.7,5,7
77,Kinmen,2024-05-30 19:00,77,Moderate,39.4,15.5,32
75,Matsu,2024-05-30 19:00,47,Good,44.6,2,11
72,Puli,2024-05-30 19:00,47,Good,27.4,6.7,12
71,Fuxing,2024-05-30 19:00,25,Good,17.4,15.9,6
70,Yonghe,2024-05-30 19:00,35,Good,16.6,20.6,12
69,Zhushan,2024-05-30 19:00,45,Good,26.2,5.6,7
68,Zhongli,2024-05-30 19:00,52,Moderate,11.7,33.7,15
67,Sanchong,2024-05-30 19:00,60,Moderate,5.3,43.3,11
66,Dongshan,2024-05-30 19:00,38,Good,36.4,4.8,7
65,Yilan,2024-05-30 19:00,43,Good,39.6,3,5
64,Yangming,2024-05-30 19:00,28,Good,19.7,1.5,6
63,Hualien,2024-05-30 19:00,32,Good,24.4,6.6,9
62,Taitung,2024-05-30 19:00,29,Good,24.8,6.2,0
61,Hengchun,2024-05-30 19:00,31,Good,31.9,1.7,2
60,Chaozhou,2024-05-30 19:00,29,Good,27.9,3.2,2
59,Pingtung,2024-05-30 19:00,27,Good,25.6,7.3,4
58,Xiaogang,2024-05-30 19:00,29,Good,22.7,10.1,7
57,Qianzhen,2024-05-30 19:00,32,Good,14.4,19.7,2
56,Qianjin,2024-05-30 19:00,22,Good,21.2,11.3,2
54,Zuoying,2024-05-30 19:00,30,Good,22.1,12.2,10
53,Nanzi,2024-05-30 19:00,24,Good,24,12.6,10
52,Linyuan,2024-05-30 19:00,31,Good,33.8,0.8,7
51,Daliao,2024-05-30 19:00,27,Good,28.4,3.8,7
50,Fengshan,2024-05-30 19:00,25,Good,22.8,10.1,11
49,Renwu,2024-05-30 19:00,28,Good,27,8.3,6
48,Qiaotou,2024-05-30 19:00,24,Good,20.5,12.9,3
47,Meinong,2024-05-30 19:00,31,Good,31,2.6,4
46,Tainan,2024-05-30 19:00,34,Good,25.3,10.5,11
45,Annan,2024-05-30 19:00,34,Good,24,12.8,11
44,Shanhua,2024-05-30 19:00,31,Good,27.6,2.4,8
43,Xinying,2024-05-30 19:00,39,Good,30.1,5.1,4
42,Chiayi,2024-05-30 19:00,43,Good,33.4,4.9,4
41,Taixi,2024-05-30 19:00,47,Good,31.3,1.8,4
40,Puzi,2024-05-30 19:00,34,Good,34,9.4,
39,Xingang,2024-05-30 19:00,43,Good,39,5.2,12
38,Lunbei,2024-05-30 19:00,41,Good,34.5,4.2,10
37,Douliu,2024-05-30 19:00,43,Good,34.5,6.3,4
36,Nantou,2024-05-30 19:00,45,Good,25.6,6.7,7
35,Erlin,2024-05-30 19:00,51,Moderate,37.7,3.8,15
34,Xianxi,2024-05-30 19:00,50,Good,35.4,6.1,11
33,Changhua,2024-05-30 19:00,67,Moderate,39,7,12
32,Xitun,2024-05-30 19:00,64,Moderate,37.5,6.5,9
31,Zhongming,2024-05-30 19:00,37,Good,31.4,9.7,9
30,Dali,2024-05-30 19:00,58,Moderate,26.8,8.7,8
29,Shalu,2024-05-30 19:00,58,Moderate,40.6,8.6,11
28,Fengyuan,2024-05-30 19:00,71,Moderate,35.2,6,11
27,Sanyi,2024-05-30 19:00,51,Moderate,37.7,3.1,10
26,Miaoli,2024-05-30 19:00,67,Moderate,40.4,7.1,13
25,Toufen,2024-05-30 19:00,50,Good,39.4,6,10
24,Hsinchu,2024-05-30 19:00,47,Good,35.7,18.5,10
23,Zhudong,2024-05-30 19:00,58,Moderate,30.1,9.4,17
22,Hukou,2024-05-30 19:00,54,Moderate,33.9,6.6,20
21,Longtan,2024-05-30 19:00,49,Good,35.4,16,19
20,Pingzhen,2024-05-30 19:00,38,Good,23.6,19.8,13
19,Guanyin,2024-05-30 19:00,51,Moderate,31.8,12.9,12
18,Dayuan,2024-05-30 19:00,36,Good,26,19.5,15
17,Taoyuan,2024-05-30 19:00,52,Moderate,12,33.4,14
16,Datong,2024-05-30 19:00,48,Good,14,29.8,10
15,Songshan,2024-05-30 19:00,36,Good,17.5,21.8,12
14,Guting,2024-05-30 19:00,38,Good,24.8,15.3,7
13,Wanhua,2024-05-30 19:00,42,Good,21.2,25.5,11
12,Zhongshan,2024-05-30 19:00,52,Moderate,11.4,32.7,8
11,Shilin,2024-05-30 19:00,35,Good,21,20.2,11
10,Tamsui,2024-05-30 19:00,42,Good,21.2,25.4,11
9,Linkou,2024-05-30 19:00,40,Good,36.3,3.9,4
8,Cailiao,2024-05-30 19:00,38,Good,25.6,20.7,8
7,Xinzhuang,2024-05-30 19:00,40,Good,18.7,24.7,11
6,Banqiao,2024-05-30 19:00,41,Good,24.1,21,8
5,Tucheng,2024-05-30 19:00,51,Moderate,16.3,31.6,18
4,Xindian,2024-05-30 19:00,42,Good,27.4,11.8,6
3,Wanli,2024-05-30 19:00,39,Good,18.9,12.6,5
2,Xizhi,2024-05-30 19:00,52,Moderate,8.9,32.9,14
1,Keelung,2024-05-30 19:00,27,Good,5.1,16.6,4
