siteid,sitename,datacreationdate,aqi,status,co,no,no2,o3,pm10,pm2.5,so2
201,Changhua（Yuanlin）,2024-05-30 22:00,43,Good,,,12.3,16.2,,16.0,
85,Dacheng,2024-05-30 22:00,35,Good,,,4.7,16.2,,3.0,
84,FugueiCape,2024-05-30 22:00,36,Good,,,1.8,33.2,,5.0,
83,Mailiao,2024-05-30 22:00,30,Good,,,8.9,17.4,,6.0,
80,Guanshan,2024-05-30 22:00,20,Good,,,3.2,14.8,,3.0,
78,Magong,2024-05-30 22:00,29,Good,,,7.8,24.8,,0.0,
77,Kinmen,2024-05-30 22:00,76,Moderate,,,17.1,16.4,,23.0,
75,Matsu,2024-05-30 22:00,42,Good,,,8.7,37.1,,12.0,
72,Puli,2024-05-30 22:00,39,Good,,,8.2,9.4,,10.0,
71,Fuxing,2024-05-30 22:00,20,Good,,,12.1,20.3,,6.0,
70,Yonghe,2024-05-30 22:00,42,Good,,,19.9,6.0,,13.0,
69,Zhushan,2024-05-30 22:00,41,Good,,,6.1,7.8,,11.0,
68,Zhongli,2024-05-30 22:00,48,Good,,,28.1,16.8,,12.0,
67,Sanchong,2024-05-30 22:00,54,Moderate,,,35.8,11.7,,11.0,
66,Dongshan,2024-05-30 22:00,31,Good,,,3.7,21.2,,7.0,
65,Yilan,2024-05-30 22:00,34,Good,,,6.6,20.1,,4.0,
64,Yangming,2024-05-30 22:00,24,Good,,,3.6,27.9,,7.0,
63,Hualien,2024-05-30 22:00,29,Good,,,4.6,18.4,,10.0,
62,Taitung,2024-05-30 22:00,24,Good,,,3.9,22.3,,1.0,
61,Hengchun,2024-05-30 22:00,29,Good,,,1.6,26.5,,1.0,
60,Chaozhou,2024-05-30 22:00,24,Good,,,3.9,12.8,,2.0,
59,Pingtung,2024-05-30 22:00,25,Good,,,7.5,23.1,,6.0,
58,Xiaogang,2024-05-30 22:00,25,Good,,,9.7,23.9,,9.0,
57,Qianzhen,2024-05-30 22:00,22,Good,,,13.3,18.2,,2.0,
56,Qianjin,2024-05-30 22:00,21,Good,,,10.2,19.9,,3.0,
54,Zuoying,2024-05-30 22:00,29,Good,,,13.6,18.2,,10.0,
53,Nanzi,2024-05-30 22:00,24,Good,,,9.7,23.5,,3.0,
52,Linyuan,2024-05-30 22:00,31,Good,,,1.0,30.5,,3.0,
51,Daliao,2024-05-30 22:00,26,Good,,,3.1,25.1,,2.0,
50,Fengshan,2024-05-30 22:00,24,Good,,,6.0,25.1,,6.0,
49,Renwu,2024-05-30 22:00,28,Good,,,3.7,30.0,,5.0,
48,Qiaotou,2024-05-30 22:00,22,Good,,,8.6,21.7,,4.0,
47,Meinong,2024-05-30 22:00,26,Good,,,3.1,14.9,,4.0,
46,Tainan,2024-05-30 22:00,28,Good,,,13.7,17.2,,8.0,
45,Annan,2024-05-30 22:00,34,Good,,,11.6,17.7,,7.0,
44,Shanhua,2024-05-30 22:00,25,Good,,,2.7,20.8,,9.0,
43,Xinying,2024-05-30 22:00,26,Good,,,4.0,20.9,,2.0,
42,Chiayi,2024-05-30 22:00,27,Good,,,4.9,21.2,,6.0,
41,Taixi,2024-05-30 22:00,32,Good,,,5.0,20.2,,6.0,
40,Puzi,2024-05-30 22:00,25,Good,,,6.6,17.6,,,
39,Xingang,2024-05-30 22:00,33,Good,,,3.7,24.1,,8.0,
38,Lunbei,2024-05-30 22:00,37,Good,,,4.0,19.8,,9.0,
37,Douliu,2024-05-30 22:00,26,Good,,,10.3,16.1,,9.0,
36,Nantou,2024-05-30 22:00,29,Good,,,7.2,9.8,,4.0,
35,Erlin,2024-05-30 22:00,56,Moderate,,,5.1,20.5,,17.0,
34,Xianxi,2024-05-30 22:00,39,Good,,,5.4,27.4,,16.0,
33,Changhua,2024-05-30 22:00,39,Good,,,8.6,20.6,,12.0,
32,Xitun,2024-05-30 22:00,38,Good,,,14.9,15.4,,9.0,
31,Zhongming,2024-05-30 22:00,30,Good,,,12.3,14.7,,8.0,
30,Dali,2024-05-30 22:00,37,Good,,,10.9,11.5,,11.0,
29,Shalu,2024-05-30 22:00,41,Good,,,16.7,19.5,,13.0,
28,Fengyuan,2024-05-30 22:00,38,Good,,,6.7,20.4,,3.0,
27,Sanyi,2024-05-30 22:00,39,Good,,,0.4,31.0,,5.0,
26,Miaoli,2024-05-30 22:00,41,Good,,,8.8,26.2,,10.0,
25,Toufen,2024-05-30 22:00,39,Good,,,6.8,31.4,,13.0,
24,Hsinchu,2024-05-30 22:00,38,Good,,,12.3,34.3,,9.0,
23,Zhudong,2024-05-30 22:00,55,Moderate,,,8.2,11.0,,13.0,
22,Hukou,2024-05-30 22:00,56,Moderate,,,6.2,31.0,,16.0,
21,Longtan,2024-05-30 22:00,56,Moderate,,,18.4,20.6,,16.0,
20,Pingzhen,2024-05-30 22:00,40,Good,,,15.0,27.1,,9.0,
19,Guanyin,2024-05-30 22:00,32,Good,,,7.7,31.2,,11.0,
18,Dayuan,2024-05-30 22:00,40,Good,,,18.1,18.2,,13.0,
17,Taoyuan,2024-05-30 22:00,44,Good,,,19.5,23.7,,17.0,
16,Datong,2024-05-30 22:00,52,Moderate,,,33.3,12.7,,9.0,
15,Songshan,2024-05-30 22:00,43,Good,,,26.5,6.9,,17.0,
14,Guting,2024-05-30 22:00,31,Good,,,14.0,10.6,,9.0,
13,Wanhua,2024-05-30 22:00,45,Good,,,27.3,23.0,,19.0,
12,Zhongshan,2024-05-30 22:00,47,Good,,,28.1,16.6,,11.0,
11,Shilin,2024-05-30 22:00,38,Good,,,23.7,15.5,,11.0,
10,Tamsui,2024-05-30 22:00,36,Good,,,16.8,13.9,,10.0,
9,Linkou,2024-05-30 22:00,33,Good,,,15.8,34.0,,12.0,
8,Cailiao,2024-05-30 22:00,33,Good,,,20.0,29.6,,8.0,
7,Xinzhuang,2024-05-30 22:00,40,Good,,,22.8,16.6,,17.0,
6,Banqiao,2024-05-30 22:00,43,Good,,,26.8,12.2,,12.0,
5,Tucheng,2024-05-30 22:00,56,Moderate,,,26.8,6.7,,18.0,
4,Xindian,2024-05-30 22:00,33,Good,,,10.6,10.2,,13.0,
3,Wanli,2024-05-30 22:00,29,Good,,,7.8,7.4,,4.0,
2,Xizhi,2024-05-30 22:00,43,Good,,,26.6,3.7,,14.0,
1,Keelung,2024-05-30 22:00,30,Good,,,18.4,0.4,,9.0,
313,Pingtung（fangshan）,2024-05-30 21:00,31,Good,,,3.6,25.5,,1.0,
312,Taichung（Rilana Elementary）,2024-05-30 21:00,41,Good,,,8.0,28.5,,11.0,
311,New Taipei(Shulin),2024-05-30 21:00,52,Moderate,,,20.7,6.8,,19.0,
204,Pingtung（Liuqiu）,2024-05-30 21:00,28,Good,,,1.0,28.8,,6.0,
203,Tainan（Madou）,2024-05-30 21:00,28,Good,,,17.4,12.2,,9.0,
202,Kaohsiung（Hunei）,2024-05-30 21:00,22,Good,,,13.2,12.4,,8.0,
201,Changhua（Yuanlin）,2024-05-30 21:00,40,Good,,,11.3,19.2,,11.0,
85,Dacheng,2024-05-30 21:00,41,Good,,,4.4,19.3,,4.0,
84,FugueiCape,2024-05-30 21:00,38,Good,,,3.7,30.3,,9.0,
83,Mailiao,2024-05-30 21:00,35,Good,,,6.9,20.8,,7.0,
80,Guanshan,2024-05-30 21:00,23,Good,,,3.5,18.1,,4.0,
78,Magong,2024-05-30 21:00,32,Good,,,5.7,28.7,,0.0,
77,Kinmen,2024-05-30 21:00,77,Moderate,,,13.7,26.5,,21.0,
75,Matsu,2024-05-30 21:00,44,Good,,,5.8,36.5,,13.0,
72,Puli,2024-05-30 21:00,41,Good,,,7.6,17.9,,11.0,
71,Fuxing,2024-05-30 21:00,21,Good,,,10.7,20.7,,6.0,
70,Yonghe,2024-05-30 21:00,50,Good,,,30.2,12.1,,14.0,
69,Zhushan,2024-05-30 21:00,39,Good,,,7.3,11.6,,14.0,
68,Zhongli,2024-05-30 21:00,48,Good,,,26.1,18.3,,14.0,
67,Sanchong,2024-05-30 21:00,60,Moderate,,,44.4,6.6,,11.0,
66,Dongshan,2024-05-30 21:00,34,Good,,,4.0,25.6,,5.0,
65,Yilan,2024-05-30 21:00,38,Good,,,3.8,27.2,,8.0,
64,Yangming,2024-05-30 21:00,25,Good,,,1.6,29.4,,5.0,
63,Hualien,2024-05-30 21:00,29,Good,,,5.3,20.8,,12.0,
62,Taitung,2024-05-30 21:00,26,Good,,,5.0,24.0,,3.0,
61,Hengchun,2024-05-30 21:00,30,Good,,,1.4,28.2,,2.0,
60,Chaozhou,2024-05-30 21:00,26,Good,,,4.0,17.0,,4.0,
59,Pingtung,2024-05-30 21:00,26,Good,,,8.6,22.5,,10.0,
58,Xiaogang,2024-05-30 21:00,23,Good,,,14.0,18.6,,6.0,
57,Qianzhen,2024-05-30 21:00,23,Good,,,14.8,17.4,,6.0,
56,Qianjin,2024-05-30 21:00,21,Good,,,9.5,22.6,,4.0,
54,Zuoying,2024-05-30 21:00,28,Good,,,10.2,21.6,,7.0,
53,Nanzi,2024-05-30 21:00,27,Good,,,12.9,19.9,,7.0,
52,Linyuan,2024-05-30 21:00,31,Good,,,1.0,32.1,,3.0,
51,Daliao,2024-05-30 21:00,27,Good,,,3.8,26.5,,3.0,
50,Fengshan,2024-05-30 21:00,24,Good,,,7.7,24.5,,9.0,
49,Renwu,2024-05-30 21:00,28,Good,,,4.4,29.4,,8.0,
48,Qiaotou,2024-05-30 21:00,22,Good,,,9.2,20.9,,6.0,
47,Meinong,2024-05-30 21:00,28,Good,,,4.4,17.4,,6.0,
46,Tainan,2024-05-30 21:00,31,Good,,,16.0,13.5,,9.0,
45,Annan,2024-05-30 21:00,38,Good,,,16.9,14.7,,17.0,
44,Shanhua,2024-05-30 21:00,26,Good,,,3.2,20.0,,7.0,
43,Xinying,2024-05-30 21:00,29,Good,,,4.5,21.8,,0.0,
42,Chiayi,2024-05-30 21:00,32,Good,,,3.9,25.2,,5.0,
41,Taixi,2024-05-30 21:00,38,Good,,,3.7,26.1,,5.0,
40,Puzi,2024-05-30 21:00,27,Good,,,7.3,20.2,,,
39,Xingang,2024-05-30 21:00,35,Good,,,4.1,25.1,,10.0,
38,Lunbei,2024-05-30 21:00,36,Good,,,4.5,24.3,,13.0,
37,Douliu,2024-05-30 21:00,32,Good,,,12.0,13.9,,10.0,
36,Nantou,2024-05-30 21:00,35,Good,,,8.5,14.2,,6.0,
35,Erlin,2024-05-30 21:00,54,Moderate,,,5.2,21.2,,17.0,
34,Xianxi,2024-05-30 21:00,41,Good,,,6.9,27.7,,12.0,
33,Changhua,2024-05-30 21:00,46,Good,,,8.3,28.0,,9.0,
32,Xitun,2024-05-30 21:00,45,Good,,,12.7,24.8,,11.0,
31,Zhongming,2024-05-30 21:00,32,Good,,,8.9,24.1,,5.0,
30,Dali,2024-05-30 21:00,42,Good,,,11.3,15.4,,9.0,
29,Shalu,2024-05-30 21:00,44,Good,,,14.3,24.6,,12.0,
28,Fengyuan,2024-05-30 21:00,44,Good,,,8.3,16.1,,5.0,
27,Sanyi,2024-05-30 21:00,44,Good,,,1.0,30.3,,7.0,
26,Miaoli,2024-05-30 21:00,45,Good,,,7.5,31.2,,10.0,
25,Toufen,2024-05-30 21:00,44,Good,,,4.9,40.4,,9.0,
24,Hsinchu,2024-05-30 21:00,42,Good,,,8.1,39.6,,7.0,
23,Zhudong,2024-05-30 21:00,56,Moderate,,,9.5,16.4,,19.0,
22,Hukou,2024-05-30 21:00,56,Moderate,,,5.5,33.1,,18.0,
21,Longtan,2024-05-30 21:00,55,Moderate,,,18.6,23.0,,19.0,
20,Pingzhen,2024-05-30 21:00,43,Good,,,20.8,23.3,,15.0,
19,Guanyin,2024-05-30 21:00,34,Good,,,8.5,33.6,,6.0,
18,Dayuan,2024-05-30 21:00,38,Good,,,15.7,21.9,,13.0,
17,Taoyuan,2024-05-30 21:00,42,Good,,,18.6,26.9,,15.0,
16,Datong,2024-05-30 21:00,47,Good,,,28.2,18.0,,10.0,
15,Songshan,2024-05-30 21:00,45,Good,,,27.3,6.7,,17.0,
14,Guting,2024-05-30 21:00,31,Good,,,18.2,10.6,,13.0,
13,Wanhua,2024-05-30 21:00,47,Good,,,28.6,16.3,,10.0,
12,Zhongshan,2024-05-30 21:00,43,Good,,,26.6,18.7,,10.0,
11,Shilin,2024-05-30 21:00,42,Good,,,25.4,13.5,,14.0,
10,Tamsui,2024-05-30 21:00,38,Good,,,23.5,12.0,,14.0,
9,Linkou,2024-05-30 21:00,37,Good,,,22.7,25.5,,12.0,
8,Cailiao,2024-05-30 21:00,32,Good,,,17.1,29.5,,10.0,
7,Xinzhuang,2024-05-30 21:00,35,Good,,,19.6,26.5,,14.0,
6,Banqiao,2024-05-30 21:00,38,Good,,,23.5,21.8,,18.0,
5,Tucheng,2024-05-30 21:00,57,Moderate,,,31.9,5.5,,18.0,
4,Xindian,2024-05-30 21:00,32,Good,,,11.1,13.1,,12.0,
3,Wanli,2024-05-30 21:00,31,Good,,,5.7,10.4,,4.0,
2,Xizhi,2024-05-30 21:00,43,Good,,,26.4,2.7,,11.0,
1,Keelung,2024-05-30 21:00,28,Good,,,17.3,2.4,,11.0,
313,Pingtung（fangshan）,2024-05-30 20:00,32,Good,,,4.5,30.6,,4.0,
312,Taichung（Rilana Elementary）,2024-05-30 20:00,45,Good,,,5.7,38.1,,10.0,
311,New Taipei(Shulin),2024-05-30 20:00,54,Moderate,,,35.1,8.4,,18.0,
204,Pingtung（Liuqiu）,2024-05-30 20:00,28,Good,,,1.4,29.6,,7.0,
203,Tainan（Madou）,2024-05-30 20:00,29,Good,,,10.5,20.1,,10.0,
202,Kaohsiung（Hunei）,2024-05-30 20:00,21,Good,,,11.7,15.1,,4.0,
201,Changhua（Yuanlin）,2024-05-30 20:00,42,Good,,,10.6,27.7,,10.0,
85,Dacheng,2024-05-30 20:00,46,Good,,,4.7,27.7,,5.0,
84,FugueiCape,2024-05-30 20:00,41,Good,,,8.3,31.1,,8.0,
83,Mailiao,2024-05-30 20:00,41,Good,,,5.7,23.2,,7.0,
80,Guanshan,2024-05-30 20:00,26,Good,,,2.9,23.4,,2.0,
78,Magong,2024-05-30 20:00,37,Good,,,4.8,32.4,,4.0,
77,Kinmen,2024-05-30 20:00,80,Moderate,,,15.1,33.0,,29.0,
75,Matsu,2024-05-30 20:00,46,Good,,,3.3,39.9,,15.0,
72,Puli,2024-05-30 20:00,43,Good,,,9.0,22.5,,9.0,
71,Fuxing,2024-05-30 20:00,21,Good,,,11.5,21.6,,7.0,
70,Yonghe,2024-05-30 20:00,45,Good,,,27.1,8.8,,15.0,
69,Zhushan,2024-05-30 20:00,40,Good,,,7.0,17.6,,7.0,
68,Zhongli,2024-05-30 20:00,52,Moderate,,,33.5,10.9,,21.0,
67,Sanchong,2024-05-30 20:00,62,Moderate,,,46.2,3.8,,12.0,
66,Dongshan,2024-05-30 20:00,36,Good,,,3.9,30.7,,6.0,
65,Yilan,2024-05-30 20:00,41,Good,,,3.6,35.3,,6.0,
64,Yangming,2024-05-30 20:00,25,Good,,,1.7,14.9,,8.0,
63,Hualien,2024-05-30 20:00,31,Good,,,6.2,21.8,,8.0,
62,Taitung,2024-05-30 20:00,27,Good,,,6.0,23.9,,1.0,
61,Hengchun,2024-05-30 20:00,31,Good,,,1.3,30.5,,3.0,
60,Chaozhou,2024-05-30 20:00,28,Good,,,4.1,23.8,,6.0,
59,Pingtung,2024-05-30 20:00,27,Good,,,8.2,24.2,,8.0,
58,Xiaogang,2024-05-30 20:00,25,Good,,,10.1,24.2,,7.0,
57,Qianzhen,2024-05-30 20:00,25,Good,,,15.8,17.2,,6.0,
56,Qianjin,2024-05-30 20:00,21,Good,,,12.7,18.7,,4.0,
54,Zuoying,2024-05-30 20:00,29,Good,,,13.0,19.7,,10.0,
53,Nanzi,2024-05-30 20:00,25,Good,,,11.5,23.5,,10.0,
52,Linyuan,2024-05-30 20:00,31,Good,,,0.7,33.4,,5.0,
51,Daliao,2024-05-30 20:00,27,Good,,,3.4,27.2,,7.0,
50,Fengshan,2024-05-30 20:00,24,Good,,,8.0,23.6,,7.0,
49,Renwu,2024-05-30 20:00,28,Good,,,6.3,28.2,,7.0,
48,Qiaotou,2024-05-30 20:00,23,Good,,,13.7,17.9,,5.0,
47,Meinong,2024-05-30 20:00,30,Good,,,3.7,26.5,,8.0,
46,Tainan,2024-05-30 20:00,31,Good,,,10.1,22.3,,6.0,
45,Annan,2024-05-30 20:00,33,Good,,,13.1,21.2,,10.0,
44,Shanhua,2024-05-30 20:00,29,Good,,,2.6,23.4,,5.0,
43,Xinying,2024-05-30 20:00,33,Good,,,4.7,25.0,,1.0,
42,Chiayi,2024-05-30 20:00,38,Good,,,4.2,28.6,,5.0,
41,Taixi,2024-05-30 20:00,43,Good,,,2.1,30.0,,6.0,
40,Puzi,2024-05-30 20:00,30,Good,,,7.7,23.3,,,
39,Xingang,2024-05-30 20:00,38,Good,,,4.7,31.0,,9.0,
38,Lunbei,2024-05-30 20:00,37,Good,,,4.6,28.8,,11.0,
37,Douliu,2024-05-30 20:00,38,Good,,,7.6,27.2,,7.0,
36,Nantou,2024-05-30 20:00,41,Good,,,8.7,20.2,,7.0,
35,Erlin,2024-05-30 20:00,53,Moderate,,,5.7,26.8,,23.0,
34,Xianxi,2024-05-30 20:00,46,Good,,,6.8,30.3,,11.0,
33,Changhua,2024-05-30 20:00,54,Moderate,,,7.2,35.3,,12.0,
32,Xitun,2024-05-30 20:00,51,Moderate,,,9.2,31.6,,7.0,
31,Zhongming,2024-05-30 20:00,35,Good,,,9.2,30.4,,8.0,
30,Dali,2024-05-30 20:00,47,Good,,,11.8,21.3,,9.0,
29,Shalu,2024-05-30 20:00,49,Good,,,11.9,32.0,,11.0,
28,Fengyuan,2024-05-30 20:00,54,Moderate,,,6.7,22.9,,8.0,
27,Sanyi,2024-05-30 20:00,48,Good,,,2.1,30.9,,13.0,
26,Miaoli,2024-05-30 20:00,50,Good,,,7.5,33.6,,11.0,
25,Toufen,2024-05-30 20:00,46,Good,,,5.4,40.6,,11.0,
24,Hsinchu,2024-05-30 20:00,44,Good,,,8.7,42.9,,8.0,
23,Zhudong,2024-05-30 20:00,54,Moderate,,,10.9,21.5,,18.0,
22,Hukou,2024-05-30 20:00,55,Moderate,,,5.8,35.1,,18.0,
21,Longtan,2024-05-30 20:00,52,Moderate,,,19.8,25.7,,21.0,
20,Pingzhen,2024-05-30 20:00,43,Good,,,26.7,18.7,,16.0,
19,Guanyin,2024-05-30 20:00,35,Good,,,7.5,34.1,,7.0,
18,Dayuan,2024-05-30 20:00,34,Good,,,19.5,21.1,,17.0,
17,Taoyuan,2024-05-30 20:00,40,Good,,,23.0,26.6,,13.0,
16,Datong,2024-05-30 20:00,51,Moderate,,,31.9,11.0,,12.0,
15,Songshan,2024-05-30 20:00,42,Good,,,25.3,12.1,,12.0,
14,Guting,2024-05-30 20:00,35,Good,,,16.1,17.3,,11.0,
13,Wanhua,2024-05-30 20:00,47,Good,,,28.0,18.3,,10.0,
12,Zhongshan,2024-05-30 20:00,51,Moderate,,,31.8,10.2,,13.0,
11,Shilin,2024-05-30 20:00,38,Good,,,23.2,17.0,,11.0,
10,Tamsui,2024-05-30 20:00,45,Good,,,27.5,17.5,,11.0,
9,Linkou,2024-05-30 20:00,38,Good,,,7.2,31.5,,11.0,
8,Cailiao,2024-05-30 20:00,35,Good,,,21.3,23.5,,7.0,
7,Xinzhuang,2024-05-30 20:00,38,Good,,,23.4,18.2,,11.0,
6,Banqiao,2024-05-30 20:00,42,Good,,,25.1,20.2,,8.0,
5,Tucheng,2024-05-30 20:00,55,Moderate,,,35.2,7.9,,21.0,
4,Xindian,2024-05-30 20:00,38,Good,,,11.6,18.6,,10.0,
3,Wanli,2024-05-30 20:00,35,Good,,,7.7,14.4,,5.0,
2,Xizhi,2024-05-30 20:00,51,Moderate,,,31.8,1.1,,16.0,
1,Keelung,2024-05-30 20:00,28,Good,,,17.4,3.3,,8.0,
313,Pingtung（fangshan）,2024-05-30 19:00,33,Good,,,2.3,35.1,,2.0,
312,Taichung（Rilana Elementary）,2024-05-30 19:00,48,Good,,,5.1,41.3,,8.0,
311,New Taipei(Shulin),2024-05-30 19:00,52,Moderate,,,33.2,13.8,,13.0,
204,Pingtung（Liuqiu）,2024-05-30 19:00,28,Good,,,1.7,30.6,,8.0,
203,Tainan（Madou）,2024-05-30 19:00,31,Good,,,7.5,26.3,,7.0,
202,Kaohsiung（Hunei）,2024-05-30 19:00,23,Good,,,8.7,19.9,,2.0,
201,Changhua（Yuanlin）,2024-05-30 19:00,46,Good,,,8.7,31.6,,10.0,
85,Dacheng,2024-05-30 19:00,51,Moderate,,,4.8,35.1,,5.0,
84,FugueiCape,2024-05-30 19:00,43,Good,,,6.3,36.8,,8.0,
83,Mailiao,2024-05-30 19:00,45,Good,,,3.6,26.6,,3.0,
80,Guanshan,2024-05-30 19:00,28,Good,,,3.6,23.4,,5.0,
78,Magong,2024-05-30 19:00,40,Good,,,5.0,31.7,,7.0,
77,Kinmen,2024-05-30 19:00,77,Moderate,,,15.5,39.4,,32.0,
75,Matsu,2024-05-30 19:00,47,Good,,,2.0,44.6,,11.0,
72,Puli,2024-05-30 19:00,47,Good,,,6.7,27.4,,12.0,
71,Fuxing,2024-05-30 19:00,25,Good,,,15.9,17.4,,6.0,
70,Yonghe,2024-05-30 19:00,35,Good,,,20.6,16.6,,12.0,
69,Zhushan,2024-05-30 19:00,45,Good,,,5.6,26.2,,7.0,
68,Zhongli,2024-05-30 19:00,52,Moderate,,,33.7,11.7,,15.0,
67,Sanchong,2024-05-30 19:00,60,Moderate,,,43.3,5.3,,11.0,
66,Dongshan,2024-05-30 19:00,38,Good,,,4.8,36.4,,7.0,
65,Yilan,2024-05-30 19:00,43,Good,,,3.0,39.6,,5.0,
64,Yangming,2024-05-30 19:00,28,Good,,,1.5,19.7,,6.0,
63,Hualien,2024-05-30 19:00,32,Good,,,6.6,24.4,,9.0,
62,Taitung,2024-05-30 19:00,29,Good,,,6.2,24.8,,0.0,
61,Hengchun,2024-05-30 19:00,31,Good,,,1.7,31.9,,2.0,
60,Chaozhou,2024-05-30 19:00,29,Good,,,3.2,27.9,,2.0,
59,Pingtung,2024-05-30 19:00,27,Good,,,7.3,25.6,,4.0,
58,Xiaogang,2024-05-30 19:00,29,Good,,,10.1,22.7,,7.0,
57,Qianzhen,2024-05-30 19:00,32,Good,,,19.7,14.4,,2.0,
56,Qianjin,2024-05-30 19:00,22,Good,,,11.3,21.2,,2.0,
54,Zuoying,2024-05-30 19:00,30,Good,,,12.2,22.1,,10.0,
53,Nanzi,2024-05-30 19:00,24,Good,,,12.6,24.0,,10.0,
52,Linyuan,2024-05-30 19:00,31,Good,,,0.8,33.8,,7.0,
51,Daliao,2024-05-30 19:00,27,Good,,,3.8,28.4,,7.0,
50,Fengshan,2024-05-30 19:00,25,Good,,,10.1,22.8,,11.0,
49,Renwu,2024-05-30 19:00,28,Good,,,8.3,27.0,,6.0,
48,Qiaotou,2024-05-30 19:00,24,Good,,,12.9,20.5,,3.0,
47,Meinong,2024-05-30 19:00,31,Good,,,2.6,31.0,,4.0,
46,Tainan,2024-05-30 19:00,34,Good,,,10.5,25.3,,11.0,
45,Annan,2024-05-30 19:00,34,Good,,,12.8,24.0,,11.0,
44,Shanhua,2024-05-30 19:00,31,Good,,,2.4,27.6,,8.0,
43,Xinying,2024-05-30 19:00,39,Good,,,5.1,30.1,,4.0,
42,Chiayi,2024-05-30 19:00,43,Good,,,4.9,33.4,,4.0,
41,Taixi,2024-05-30 19:00,47,Good,,,1.8,31.3,,4.0,
40,Puzi,2024-05-30 19:00,34,Good,,,9.4,34.0,,,
39,Xingang,2024-05-30 19:00,43,Good,,,5.2,39.0,,12.0,
38,Lunbei,2024-05-30 19:00,41,Good,,,4.2,34.5,,10.0,
37,Douliu,2024-05-30 19:00,43,Good,,,6.3,34.5,,4.0,
36,Nantou,2024-05-30 19:00,45,Good,,,6.7,25.6,,7.0,
35,Erlin,2024-05-30 19:00,51,Moderate,,,3.8,37.7,,15.0,
34,Xianxi,2024-05-30 19:00,50,Good,,,6.1,35.4,,11.0,
33,Changhua,2024-05-30 19:00,67,Moderate,,,7.0,39.0,,12.0,
32,Xitun,2024-05-30 19:00,64,Moderate,,,6.5,37.5,,9.0,
31,Zhongming,2024-05-30 19:00,37,Good,,,9.7,31.4,,9.0,
30,Dali,2024-05-30 19:00,58,Moderate,,,8.7,26.8,,8.0,
29,Shalu,2024-05-30 19:00,58,Moderate,,,8.6,40.6,,11.0,
28,Fengyuan,2024-05-30 19:00,71,Moderate,,,6.0,35.2,,11.0,
27,Sanyi,2024-05-30 19:00,51,Moderate,,,3.1,37.7,,10.0,
26,Miaoli,2024-05-30 19:00,67,Moderate,,,7.1,40.4,,13.0,
25,Toufen,2024-05-30 19:00,50,Good,,,6.0,39.4,,10.0,
24,Hsinchu,2024-05-30 19:00,47,Good,,,18.5,35.7,,10.0,
23,Zhudong,2024-05-30 19:00,58,Moderate,,,9.4,30.1,,17.0,
22,Hukou,2024-05-30 19:00,54,Moderate,,,6.6,33.9,,20.0,
21,Longtan,2024-05-30 19:00,49,Good,,,16.0,35.4,,19.0,
20,Pingzhen,2024-05-30 19:00,38,Good,,,19.8,23.6,,13.0,
19,Guanyin,2024-05-30 19:00,51,Moderate,,,12.9,31.8,,12.0,
18,Dayuan,2024-05-30 19:00,36,Good,,,19.5,26.0,,15.0,
17,Taoyuan,2024-05-30 19:00,52,Moderate,,,33.4,12.0,,14.0,
16,Datong,2024-05-30 19:00,48,Good,,,29.8,14.0,,10.0,
15,Songshan,2024-05-30 19:00,36,Good,,,21.8,17.5,,12.0,
14,Guting,2024-05-30 19:00,38,Good,,,15.3,24.8,,7.0,
13,Wanhua,2024-05-30 19:00,42,Good,,,25.5,21.2,,11.0,
12,Zhongshan,2024-05-30 19:00,52,Moderate,,,32.7,11.4,,8.0,
11,Shilin,2024-05-30 19:00,35,Good,,,20.2,21.0,,11.0,
10,Tamsui,2024-05-30 19:00,42,Good,,,25.4,21.2,,11.0,
9,Linkou,2024-05-30 19:00,40,Good,,,3.9,36.3,,4.0,
8,Cailiao,2024-05-30 19:00,38,Good,,,20.7,25.6,,8.0,
7,Xinzhuang,2024-05-30 19:00,40,Good,,,24.7,18.7,,11.0,
6,Banqiao,2024-05-30 19:00,41,Good,,,21.0,24.1,,8.0,
5,Tucheng,2024-05-30 19:00,51,Moderate,,,31.6,16.3,,18.0,
4,Xindian,2024-05-30 19:00,42,Good,,,11.8,27.4,,6.0,
3,Wanli,2024-05-30 19:00,39,Good,,,12.6,18.9,,5.0,
2,Xizhi,2024-05-30 19:00,52,Moderate,,,32.9,8.9,,14.0,
1,Keelung,2024-05-30 19:00,27,Good,,,16.6,5.1,,4.0,
