level_0,aqi,co,datacreationdate,index,no,no2,o3,pm10,pm2.5,siteid,sitename,so2,status
553,26,,2024-05-30 23:00,553,,5.1,19.3,,5.0,42,Chiayi,,Good
554,27,,2024-05-30 23:00,554,,5.9,17.1,,5.0,41,Taixi,,Good
555,22,,2024-05-30 23:00,555,,8.5,14.5,,,40,Puzi,,Good
556,32,,2024-05-30 23:00,556,,3.4,21.9,,11.0,39,Xingang,,Good
557,35,,2024-05-30 23:00,557,,3.7,16.6,,8.0,38,Lunbei,,Good
558,29,,2024-05-30 23:00,558,,5.7,14.1,,12.0,37,Douliu,,Good
559,26,,2024-05-30 23:00,559,,7.7,7.2,,7.0,36,Nantou,,Good
560,55,,2024-05-30 23:00,560,,5.5,17.1,,14.0,35,Erlin,,Moderate
561,43,,2024-05-30 23:00,561,,5.4,22.9,,18.0,34,Xianxi,,Good
562,37,,2024-05-30 23:00,562,,10.2,15.8,,10.0,33,Changhua,,Good
563,34,,2024-05-30 23:00,563,,16.5,8.0,,7.0,32,Xitun,,Good
564,28,,2024-05-30 23:00,564,,11.0,14.1,,5.0,31,Zhongming,,Good
565,39,,2024-05-30 23:00,565,,10.0,10.8,,12.0,30,Dali,,Good
566,39,,2024-05-30 23:00,566,,11.7,22.6,,7.0,29,Shalu,,Good
567,31,,2024-05-30 23:00,567,,4.4,28.2,,4.0,28,Fengyuan,,Good
568,36,,2024-05-30 23:00,568,,0.4,30.9,,5.0,27,Sanyi,,Good
569,41,,2024-05-30 23:00,569,,7.7,27.3,,16.0,26,Miaoli,,Good
570,39,,2024-05-30 23:00,570,,8.3,19.6,,14.0,25,Toufen,,Good
571,36,,2024-05-30 23:00,571,,10.3,33.3,,7.0,24,Hsinchu,,Good
572,54,,2024-05-30 23:00,572,,7.2,10.5,,14.0,23,Zhudong,,Moderate
573,53,,2024-05-30 23:00,573,,9.1,25.0,,12.0,22,Hukou,,Moderate
574,56,,2024-05-30 23:00,574,,16.3,15.3,,19.0,21,Longtan,,Moderate
575,39,,2024-05-30 23:00,575,,19.2,19.0,,11.0,20,Pingzhen,,Good
576,31,,2024-05-30 23:00,576,,11.2,24.0,,12.0,19,Guanyin,,Good
577,39,,2024-05-30 23:00,577,,18.8,16.9,,12.0,18,Dayuan,,Good
578,44,,2024-05-30 23:00,578,,13.5,30.9,,15.0,17,Taoyuan,,Good
579,50,,2024-05-30 23:00,579,,30.6,3.5,,18.0,16,Datong,,Good
580,45,,2024-05-30 23:00,580,,23.6,9.0,,18.0,15,Songshan,,Good
581,28,,2024-05-30 23:00,581,,11.2,6.8,,4.0,14,Guting,,Good
582,38,,2024-05-30 23:00,582,,21.5,4.9,,11.0,13,Wanhua,,Good
583,35,,2024-05-30 23:00,583,,21.8,9.5,,13.0,12,Zhongshan,,Good
584,42,,2024-05-30 23:00,584,,25.2,8.4,,12.0,11,Shilin,,Good
585,36,,2024-05-30 23:00,585,,14.3,24.4,,12.0,10,Tamsui,,Good
586,31,,2024-05-30 23:00,586,,,30.5,,11.0,9,Linkou,,Good
587,38,,2024-05-30 23:00,587,,23.2,18.8,,9.0,8,Cailiao,,Good
588,42,,2024-05-30 23:00,588,,23.4,12.7,,17.0,7,Xinzhuang,,Good
589,43,,2024-05-30 23:00,589,,26.2,9.4,,17.0,6,Banqiao,,Good
590,57,,2024-05-30 23:00,590,,24.6,5.3,,19.0,5,Tucheng,,Moderate
591,34,,2024-05-30 23:00,591,,8.8,12.0,,9.0,4,Xindian,,Good
592,28,,2024-05-30 23:00,592,,7.1,5.4,,4.0,3,Wanli,,Good
593,43,,2024-05-30 23:00,593,,23.3,1.4,,17.0,2,Xizhi,,Good
594,30,,2024-05-30 23:00,594,,18.3,0.4,,8.0,1,Keelung,,Good
595,30,,2024-05-30 22:00,595,,2.7,22.7,,0.0,313,Pingtung（fangshan）,,Good
596,36,,2024-05-30 22:00,596,,12.7,17.4,,10.0,312,Taichung（Rilana Elementary）,,Good
597,52,,2024-05-30 22:00,597,,15.6,7.0,,19.0,311,New Taipei(Shulin),,Moderate
598,27,,2024-05-30 22:00,598,,1.3,28.6,,5.0,204,Pingtung（Liuqiu）,,Good
599,25,,2024-05-30 22:00,599,,7.5,19.2,,6.0,203,Tainan（Madou）,,Good
600,19,,2024-05-30 22:00,600,,8.8,16.3,,5.0,202,Kaohsiung（Hunei）,,Good
601,43,,2024-05-30 22:00,601,,12.3,16.2,,16.0,201,Changhua（Yuanlin）,,Good
602,35,,2024-05-30 22:00,602,,4.7,16.2,,3.0,85,Dacheng,,Good
603,36,,2024-05-30 22:00,603,,1.8,33.2,,5.0,84,FugueiCape,,Good
604,30,,2024-05-30 22:00,604,,8.9,17.4,,6.0,83,Mailiao,,Good
605,20,,2024-05-30 22:00,605,,3.2,14.8,,3.0,80,Guanshan,,Good
606,29,,2024-05-30 22:00,606,,7.8,24.8,,0.0,78,Magong,,Good
607,76,,2024-05-30 22:00,607,,17.1,16.4,,23.0,77,Kinmen,,Moderate
608,42,,2024-05-30 22:00,608,,8.7,37.1,,12.0,75,Matsu,,Good
609,39,,2024-05-30 22:00,609,,8.2,9.4,,10.0,72,Puli,,Good
610,20,,2024-05-30 22:00,610,,12.1,20.3,,6.0,71,Fuxing,,Good
611,42,,2024-05-30 22:00,611,,19.9,6.0,,13.0,70,Yonghe,,Good
612,41,,2024-05-30 22:00,612,,6.1,7.8,,11.0,69,Zhushan,,Good
613,48,,2024-05-30 22:00,613,,28.1,16.8,,12.0,68,Zhongli,,Good
614,54,,2024-05-30 22:00,614,,35.8,11.7,,11.0,67,Sanchong,,Moderate
615,31,,2024-05-30 22:00,615,,3.7,21.2,,7.0,66,Dongshan,,Good
616,34,,2024-05-30 22:00,616,,6.6,20.1,,4.0,65,Yilan,,Good
617,24,,2024-05-30 22:00,617,,3.6,27.9,,7.0,64,Yangming,,Good
618,29,,2024-05-30 22:00,618,,4.6,18.4,,10.0,63,Hualien,,Good
619,24,,2024-05-30 22:00,619,,3.9,22.3,,1.0,62,Taitung,,Good
620,29,,2024-05-30 22:00,620,,1.6,26.5,,1.0,61,Hengchun,,Good
621,24,,2024-05-30 22:00,621,,3.9,12.8,,2.0,60,Chaozhou,,Good
622,25,,2024-05-30 22:00,622,,7.5,23.1,,6.0,59,Pingtung,,Good
623,25,,2024-05-30 22:00,623,,9.7,23.9,,9.0,58,Xiaogang,,Good
624,22,,2024-05-30 22:00,624,,13.3,18.2,,2.0,57,Qianzhen,,Good
625,21,,2024-05-30 22:00,625,,10.2,19.9,,3.0,56,Qianjin,,Good
626,29,,2024-05-30 22:00,626,,13.6,18.2,,10.0,54,Zuoying,,Good
627,24,,2024-05-30 22:00,627,,9.7,23.5,,3.0,53,Nanzi,,Good
628,31,,2024-05-30 22:00,628,,1.0,30.5,,3.0,52,Linyuan,,Good
629,26,,2024-05-30 22:00,629,,3.1,25.1,,2.0,51,Daliao,,Good
630,24,,2024-05-30 22:00,630,,6.0,25.1,,6.0,50,Fengshan,,Good
631,28,,2024-05-30 22:00,631,,3.7,30.0,,5.0,49,Renwu,,Good
632,22,,2024-05-30 22:00,632,,8.6,21.7,,4.0,48,Qiaotou,,Good
633,26,,2024-05-30 22:00,633,,3.1,14.9,,4.0,47,Meinong,,Good
634,28,,2024-05-30 22:00,634,,13.7,17.2,,8.0,46,Tainan,,Good
635,34,,2024-05-30 22:00,635,,11.6,17.7,,7.0,45,Annan,,Good
636,25,,2024-05-30 22:00,636,,2.7,20.8,,9.0,44,Shanhua,,Good
637,26,,2024-05-30 22:00,637,,4.0,20.9,,2.0,43,Xinying,,Good
638,27,,2024-05-30 22:00,638,,4.9,21.2,,6.0,42,Chiayi,,Good
639,32,,2024-05-30 22:00,639,,5.0,20.2,,6.0,41,Taixi,,Good
640,25,,2024-05-30 22:00,640,,6.6,17.6,,,40,Puzi,,Good
641,33,,2024-05-30 22:00,641,,3.7,24.1,,8.0,39,Xingang,,Good
642,37,,2024-05-30 22:00,642,,4.0,19.8,,9.0,38,Lunbei,,Good
643,26,,2024-05-30 22:00,643,,10.3,16.1,,9.0,37,Douliu,,Good
644,29,,2024-05-30 22:00,644,,7.2,9.8,,4.0,36,Nantou,,Good
645,56,,2024-05-30 22:00,645,,5.1,20.5,,17.0,35,Erlin,,Moderate
646,39,,2024-05-30 22:00,646,,5.4,27.4,,16.0,34,Xianxi,,Good
647,39,,2024-05-30 22:00,647,,8.6,20.6,,12.0,33,Changhua,,Good
648,38,,2024-05-30 22:00,648,,14.9,15.4,,9.0,32,Xitun,,Good
649,30,,2024-05-30 22:00,649,,12.3,14.7,,8.0,31,Zhongming,,Good
650,37,,2024-05-30 22:00,650,,10.9,11.5,,11.0,30,Dali,,Good
651,41,,2024-05-30 22:00,651,,16.7,19.5,,13.0,29,Shalu,,Good
652,38,,2024-05-30 22:00,652,,6.7,20.4,,3.0,28,Fengyuan,,Good
653,39,,2024-05-30 22:00,653,,0.4,31.0,,5.0,27,Sanyi,,Good
654,41,,2024-05-30 22:00,654,,8.8,26.2,,10.0,26,Miaoli,,Good
655,39,,2024-05-30 22:00,655,,6.8,31.4,,13.0,25,Toufen,,Good
656,38,,2024-05-30 22:00,656,,12.3,34.3,,9.0,24,Hsinchu,,Good
657,55,,2024-05-30 22:00,657,,8.2,11.0,,13.0,23,Zhudong,,Moderate
658,56,,2024-05-30 22:00,658,,6.2,31.0,,16.0,22,Hukou,,Moderate
659,56,,2024-05-30 22:00,659,,18.4,20.6,,16.0,21,Longtan,,Moderate
660,40,,2024-05-30 22:00,660,,15.0,27.1,,9.0,20,Pingzhen,,Good
661,32,,2024-05-30 22:00,661,,7.7,31.2,,11.0,19,Guanyin,,Good
662,40,,2024-05-30 22:00,662,,18.1,18.2,,13.0,18,Dayuan,,Good
663,44,,2024-05-30 22:00,663,,19.5,23.7,,17.0,17,Taoyuan,,Good
664,52,,2024-05-30 22:00,664,,33.3,12.7,,9.0,16,Datong,,Moderate
665,43,,2024-05-30 22:00,665,,26.5,6.9,,17.0,15,Songshan,,Good
666,31,,2024-05-30 22:00,666,,14.0,10.6,,9.0,14,Guting,,Good
667,45,,2024-05-30 22:00,667,,27.3,23.0,,19.0,13,Wanhua,,Good
668,47,,2024-05-30 22:00,668,,28.1,16.6,,11.0,12,Zhongshan,,Good
669,38,,2024-05-30 22:00,669,,23.7,15.5,,11.0,11,Shilin,,Good
670,36,,2024-05-30 22:00,670,,16.8,13.9,,10.0,10,Tamsui,,Good
671,33,,2024-05-30 22:00,671,,15.8,34.0,,12.0,9,Linkou,,Good
672,33,,2024-05-30 22:00,672,,20.0,29.6,,8.0,8,Cailiao,,Good
673,40,,2024-05-30 22:00,673,,22.8,16.6,,17.0,7,Xinzhuang,,Good
674,43,,2024-05-30 22:00,674,,26.8,12.2,,12.0,6,Banqiao,,Good
675,56,,2024-05-30 22:00,675,,26.8,6.7,,18.0,5,Tucheng,,Moderate
676,33,,2024-05-30 22:00,676,,10.6,10.2,,13.0,4,Xindian,,Good
677,29,,2024-05-30 22:00,677,,7.8,7.4,,4.0,3,Wanli,,Good
678,43,,2024-05-30 22:00,678,,26.6,3.7,,14.0,2,Xizhi,,Good
679,30,,2024-05-30 22:00,679,,18.4,0.4,,9.0,1,Keelung,,Good
680,31,,2024-05-30 21:00,680,,3.6,25.5,,1.0,313,Pingtung（fangshan）,,Good
681,41,,2024-05-30 21:00,681,,8.0,28.5,,11.0,312,Taichung（Rilana Elementary）,,Good
682,52,,2024-05-30 21:00,682,,20.7,6.8,,19.0,311,New Taipei(Shulin),,Moderate
683,28,,2024-05-30 21:00,683,,1.0,28.8,,6.0,204,Pingtung（Liuqiu）,,Good
684,28,,2024-05-30 21:00,684,,17.4,12.2,,9.0,203,Tainan（Madou）,,Good
685,22,,2024-05-30 21:00,685,,13.2,12.4,,8.0,202,Kaohsiung（Hunei）,,Good
686,40,,2024-05-30 21:00,686,,11.3,19.2,,11.0,201,Changhua（Yuanlin）,,Good
687,41,,2024-05-30 21:00,687,,4.4,19.3,,4.0,85,Dacheng,,Good
688,38,,2024-05-30 21:00,688,,3.7,30.3,,9.0,84,FugueiCape,,Good
689,35,,2024-05-30 21:00,689,,6.9,20.8,,7.0,83,Mailiao,,Good
690,23,,2024-05-30 21:00,690,,3.5,18.1,,4.0,80,Guanshan,,Good
691,32,,2024-05-30 21:00,691,,5.7,28.7,,0.0,78,Magong,,Good
692,77,,2024-05-30 21:00,692,,13.7,26.5,,21.0,77,Kinmen,,Moderate
693,44,,2024-05-30 21:00,693,,5.8,36.5,,13.0,75,Matsu,,Good
694,41,,2024-05-30 21:00,694,,7.6,17.9,,11.0,72,Puli,,Good
695,21,,2024-05-30 21:00,695,,10.7,20.7,,6.0,71,Fuxing,,Good
696,50,,2024-05-30 21:00,696,,30.2,12.1,,14.0,70,Yonghe,,Good
697,39,,2024-05-30 21:00,697,,7.3,11.6,,14.0,69,Zhushan,,Good
698,48,,2024-05-30 21:00,698,,26.1,18.3,,14.0,68,Zhongli,,Good
699,60,,2024-05-30 21:00,699,,44.4,6.6,,11.0,67,Sanchong,,Moderate
700,34,,2024-05-30 21:00,700,,4.0,25.6,,5.0,66,Dongshan,,Good
701,38,,2024-05-30 21:00,701,,3.8,27.2,,8.0,65,Yilan,,Good
702,25,,2024-05-30 21:00,702,,1.6,29.4,,5.0,64,Yangming,,Good
703,29,,2024-05-30 21:00,703,,5.3,20.8,,12.0,63,Hualien,,Good
704,26,,2024-05-30 21:00,704,,5.0,24.0,,3.0,62,Taitung,,Good
705,30,,2024-05-30 21:00,705,,1.4,28.2,,2.0,61,Hengchun,,Good
706,26,,2024-05-30 21:00,706,,4.0,17.0,,4.0,60,Chaozhou,,Good
707,26,,2024-05-30 21:00,707,,8.6,22.5,,10.0,59,Pingtung,,Good
708,23,,2024-05-30 21:00,708,,14.0,18.6,,6.0,58,Xiaogang,,Good
709,23,,2024-05-30 21:00,709,,14.8,17.4,,6.0,57,Qianzhen,,Good
710,21,,2024-05-30 21:00,710,,9.5,22.6,,4.0,56,Qianjin,,Good
711,28,,2024-05-30 21:00,711,,10.2,21.6,,7.0,54,Zuoying,,Good
712,27,,2024-05-30 21:00,712,,12.9,19.9,,7.0,53,Nanzi,,Good
713,31,,2024-05-30 21:00,713,,1.0,32.1,,3.0,52,Linyuan,,Good
714,27,,2024-05-30 21:00,714,,3.8,26.5,,3.0,51,Daliao,,Good
715,24,,2024-05-30 21:00,715,,7.7,24.5,,9.0,50,Fengshan,,Good
716,28,,2024-05-30 21:00,716,,4.4,29.4,,8.0,49,Renwu,,Good
717,22,,2024-05-30 21:00,717,,9.2,20.9,,6.0,48,Qiaotou,,Good
718,28,,2024-05-30 21:00,718,,4.4,17.4,,6.0,47,Meinong,,Good
719,31,,2024-05-30 21:00,719,,16.0,13.5,,9.0,46,Tainan,,Good
720,38,,2024-05-30 21:00,720,,16.9,14.7,,17.0,45,Annan,,Good
721,26,,2024-05-30 21:00,721,,3.2,20.0,,7.0,44,Shanhua,,Good
722,29,,2024-05-30 21:00,722,,4.5,21.8,,0.0,43,Xinying,,Good
723,32,,2024-05-30 21:00,723,,3.9,25.2,,5.0,42,Chiayi,,Good
724,38,,2024-05-30 21:00,724,,3.7,26.1,,5.0,41,Taixi,,Good
725,27,,2024-05-30 21:00,725,,7.3,20.2,,,40,Puzi,,Good
726,35,,2024-05-30 21:00,726,,4.1,25.1,,10.0,39,Xingang,,Good
727,36,,2024-05-30 21:00,727,,4.5,24.3,,13.0,38,Lunbei,,Good
728,32,,2024-05-30 21:00,728,,12.0,13.9,,10.0,37,Douliu,,Good
729,35,,2024-05-30 21:00,729,,8.5,14.2,,6.0,36,Nantou,,Good
730,54,,2024-05-30 21:00,730,,5.2,21.2,,17.0,35,Erlin,,Moderate
731,41,,2024-05-30 21:00,731,,6.9,27.7,,12.0,34,Xianxi,,Good
732,46,,2024-05-30 21:00,732,,8.3,28.0,,9.0,33,Changhua,,Good
733,45,,2024-05-30 21:00,733,,12.7,24.8,,11.0,32,Xitun,,Good
734,32,,2024-05-30 21:00,734,,8.9,24.1,,5.0,31,Zhongming,,Good
735,42,,2024-05-30 21:00,735,,11.3,15.4,,9.0,30,Dali,,Good
736,44,,2024-05-30 21:00,736,,14.3,24.6,,12.0,29,Shalu,,Good
737,44,,2024-05-30 21:00,737,,8.3,16.1,,5.0,28,Fengyuan,,Good
738,44,,2024-05-30 21:00,738,,1.0,30.3,,7.0,27,Sanyi,,Good
739,45,,2024-05-30 21:00,739,,7.5,31.2,,10.0,26,Miaoli,,Good
740,44,,2024-05-30 21:00,740,,4.9,40.4,,9.0,25,Toufen,,Good
741,42,,2024-05-30 21:00,741,,8.1,39.6,,7.0,24,Hsinchu,,Good
742,56,,2024-05-30 21:00,742,,9.5,16.4,,19.0,23,Zhudong,,Moderate
743,56,,2024-05-30 21:00,743,,5.5,33.1,,18.0,22,Hukou,,Moderate
744,55,,2024-05-30 21:00,744,,18.6,23.0,,19.0,21,Longtan,,Moderate
745,43,,2024-05-30 21:00,745,,20.8,23.3,,15.0,20,Pingzhen,,Good
746,34,,2024-05-30 21:00,746,,8.5,33.6,,6.0,19,Guanyin,,Good
747,38,,2024-05-30 21:00,747,,15.7,21.9,,13.0,18,Dayuan,,Good
748,42,,2024-05-30 21:00,748,,18.6,26.9,,15.0,17,Taoyuan,,Good
749,47,,2024-05-30 21:00,749,,28.2,18.0,,10.0,16,Datong,,Good
750,45,,2024-05-30 21:00,750,,27.3,6.7,,17.0,15,Songshan,,Good
751,31,,2024-05-30 21:00,751,,18.2,10.6,,13.0,14,Guting,,Good
752,47,,2024-05-30 21:00,752,,28.6,16.3,,10.0,13,Wanhua,,Good
753,43,,2024-05-30 21:00,753,,26.6,18.7,,10.0,12,Zhongshan,,Good
754,42,,2024-05-30 21:00,754,,25.4,13.5,,14.0,11,Shilin,,Good
755,38,,2024-05-30 21:00,755,,23.5,12.0,,14.0,10,Tamsui,,Good
756,37,,2024-05-30 21:00,756,,22.7,25.5,,12.0,9,Linkou,,Good
757,32,,2024-05-30 21:00,757,,17.1,29.5,,10.0,8,Cailiao,,Good
758,35,,2024-05-30 21:00,758,,19.6,26.5,,14.0,7,Xinzhuang,,Good
759,38,,2024-05-30 21:00,759,,23.5,21.8,,18.0,6,Banqiao,,Good
760,57,,2024-05-30 21:00,760,,31.9,5.5,,18.0,5,Tucheng,,Moderate
761,32,,2024-05-30 21:00,761,,11.1,13.1,,12.0,4,Xindian,,Good
762,31,,2024-05-30 21:00,762,,5.7,10.4,,4.0,3,Wanli,,Good
763,43,,2024-05-30 21:00,763,,26.4,2.7,,11.0,2,Xizhi,,Good
764,28,,2024-05-30 21:00,764,,17.3,2.4,,11.0,1,Keelung,,Good
765,32,,2024-05-30 20:00,765,,4.5,30.6,,4.0,313,Pingtung（fangshan）,,Good
766,45,,2024-05-30 20:00,766,,5.7,38.1,,10.0,312,Taichung（Rilana Elementary）,,Good
767,54,,2024-05-30 20:00,767,,35.1,8.4,,18.0,311,New Taipei(Shulin),,Moderate
768,28,,2024-05-30 20:00,768,,1.4,29.6,,7.0,204,Pingtung（Liuqiu）,,Good
769,29,,2024-05-30 20:00,769,,10.5,20.1,,10.0,203,Tainan（Madou）,,Good
770,21,,2024-05-30 20:00,770,,11.7,15.1,,4.0,202,Kaohsiung（Hunei）,,Good
771,42,,2024-05-30 20:00,771,,10.6,27.7,,10.0,201,Changhua（Yuanlin）,,Good
772,46,,2024-05-30 20:00,772,,4.7,27.7,,5.0,85,Dacheng,,Good
773,41,,2024-05-30 20:00,773,,8.3,31.1,,8.0,84,FugueiCape,,Good
774,41,,2024-05-30 20:00,774,,5.7,23.2,,7.0,83,Mailiao,,Good
775,26,,2024-05-30 20:00,775,,2.9,23.4,,2.0,80,Guanshan,,Good
776,37,,2024-05-30 20:00,776,,4.8,32.4,,4.0,78,Magong,,Good
777,80,,2024-05-30 20:00,777,,15.1,33.0,,29.0,77,Kinmen,,Moderate
778,46,,2024-05-30 20:00,778,,3.3,39.9,,15.0,75,Matsu,,Good
779,43,,2024-05-30 20:00,779,,9.0,22.5,,9.0,72,Puli,,Good
780,21,,2024-05-30 20:00,780,,11.5,21.6,,7.0,71,Fuxing,,Good
781,45,,2024-05-30 20:00,781,,27.1,8.8,,15.0,70,Yonghe,,Good
782,40,,2024-05-30 20:00,782,,7.0,17.6,,7.0,69,Zhushan,,Good
783,52,,2024-05-30 20:00,783,,33.5,10.9,,21.0,68,Zhongli,,Moderate
784,62,,2024-05-30 20:00,784,,46.2,3.8,,12.0,67,Sanchong,,Moderate
785,36,,2024-05-30 20:00,785,,3.9,30.7,,6.0,66,Dongshan,,Good
786,41,,2024-05-30 20:00,786,,3.6,35.3,,6.0,65,Yilan,,Good
787,25,,2024-05-30 20:00,787,,1.7,14.9,,8.0,64,Yangming,,Good
788,31,,2024-05-30 20:00,788,,6.2,21.8,,8.0,63,Hualien,,Good
789,27,,2024-05-30 20:00,789,,6.0,23.9,,1.0,62,Taitung,,Good
790,31,,2024-05-30 20:00,790,,1.3,30.5,,3.0,61,Hengchun,,Good
791,28,,2024-05-30 20:00,791,,4.1,23.8,,6.0,60,Chaozhou,,Good
792,27,,2024-05-30 20:00,792,,8.2,24.2,,8.0,59,Pingtung,,Good
793,25,,2024-05-30 20:00,793,,10.1,24.2,,7.0,58,Xiaogang,,Good
794,25,,2024-05-30 20:00,794,,15.8,17.2,,6.0,57,Qianzhen,,Good
795,21,,2024-05-30 20:00,795,,12.7,18.7,,4.0,56,Qianjin,,Good
796,29,,2024-05-30 20:00,796,,13.0,19.7,,10.0,54,Zuoying,,Good
797,25,,2024-05-30 20:00,797,,11.5,23.5,,10.0,53,Nanzi,,Good
798,31,,2024-05-30 20:00,798,,0.7,33.4,,5.0,52,Linyuan,,Good
799,27,,2024-05-30 20:00,799,,3.4,27.2,,7.0,51,Daliao,,Good
800,24,,2024-05-30 20:00,800,,8.0,23.6,,7.0,50,Fengshan,,Good
801,28,,2024-05-30 20:00,801,,6.3,28.2,,7.0,49,Renwu,,Good
802,23,,2024-05-30 20:00,802,,13.7,17.9,,5.0,48,Qiaotou,,Good
803,30,,2024-05-30 20:00,803,,3.7,26.5,,8.0,47,Meinong,,Good
804,31,,2024-05-30 20:00,804,,10.1,22.3,,6.0,46,Tainan,,Good
805,33,,2024-05-30 20:00,805,,13.1,21.2,,10.0,45,Annan,,Good
806,29,,2024-05-30 20:00,806,,2.6,23.4,,5.0,44,Shanhua,,Good
807,33,,2024-05-30 20:00,807,,4.7,25.0,,1.0,43,Xinying,,Good
808,38,,2024-05-30 20:00,808,,4.2,28.6,,5.0,42,Chiayi,,Good
809,43,,2024-05-30 20:00,809,,2.1,30.0,,6.0,41,Taixi,,Good
810,30,,2024-05-30 20:00,810,,7.7,23.3,,,40,Puzi,,Good
811,38,,2024-05-30 20:00,811,,4.7,31.0,,9.0,39,Xingang,,Good
812,37,,2024-05-30 20:00,812,,4.6,28.8,,11.0,38,Lunbei,,Good
813,38,,2024-05-30 20:00,813,,7.6,27.2,,7.0,37,Douliu,,Good
814,41,,2024-05-30 20:00,814,,8.7,20.2,,7.0,36,Nantou,,Good
815,53,,2024-05-30 20:00,815,,5.7,26.8,,23.0,35,Erlin,,Moderate
816,46,,2024-05-30 20:00,816,,6.8,30.3,,11.0,34,Xianxi,,Good
817,54,,2024-05-30 20:00,817,,7.2,35.3,,12.0,33,Changhua,,Moderate
818,51,,2024-05-30 20:00,818,,9.2,31.6,,7.0,32,Xitun,,Moderate
819,35,,2024-05-30 20:00,819,,9.2,30.4,,8.0,31,Zhongming,,Good
820,47,,2024-05-30 20:00,820,,11.8,21.3,,9.0,30,Dali,,Good
821,49,,2024-05-30 20:00,821,,11.9,32.0,,11.0,29,Shalu,,Good
822,54,,2024-05-30 20:00,822,,6.7,22.9,,8.0,28,Fengyuan,,Moderate
823,48,,2024-05-30 20:00,823,,2.1,30.9,,13.0,27,Sanyi,,Good
824,50,,2024-05-30 20:00,824,,7.5,33.6,,11.0,26,Miaoli,,Good
825,46,,2024-05-30 20:00,825,,5.4,40.6,,11.0,25,Toufen,,Good
826,44,,2024-05-30 20:00,826,,8.7,42.9,,8.0,24,Hsinchu,,Good
827,54,,2024-05-30 20:00,827,,10.9,21.5,,18.0,23,Zhudong,,Moderate
828,55,,2024-05-30 20:00,828,,5.8,35.1,,18.0,22,Hukou,,Moderate
829,52,,2024-05-30 20:00,829,,19.8,25.7,,21.0,21,Longtan,,Moderate
830,43,,2024-05-30 20:00,830,,26.7,18.7,,16.0,20,Pingzhen,,Good
831,35,,2024-05-30 20:00,831,,7.5,34.1,,7.0,19,Guanyin,,Good
832,34,,2024-05-30 20:00,832,,19.5,21.1,,17.0,18,Dayuan,,Good
833,40,,2024-05-30 20:00,833,,23.0,26.6,,13.0,17,Taoyuan,,Good
834,51,,2024-05-30 20:00,834,,31.9,11.0,,12.0,16,Datong,,Moderate
835,42,,2024-05-30 20:00,835,,25.3,12.1,,12.0,15,Songshan,,Good
836,35,,2024-05-30 20:00,836,,16.1,17.3,,11.0,14,Guting,,Good
837,47,,2024-05-30 20:00,837,,28.0,18.3,,10.0,13,Wanhua,,Good
838,51,,2024-05-30 20:00,838,,31.8,10.2,,13.0,12,Zhongshan,,Moderate
839,38,,2024-05-30 20:00,839,,23.2,17.0,,11.0,11,Shilin,,Good
840,45,,2024-05-30 20:00,840,,27.5,17.5,,11.0,10,Tamsui,,Good
841,38,,2024-05-30 20:00,841,,7.2,31.5,,11.0,9,Linkou,,Good
842,35,,2024-05-30 20:00,842,,21.3,23.5,,7.0,8,Cailiao,,Good
843,38,,2024-05-30 20:00,843,,23.4,18.2,,11.0,7,Xinzhuang,,Good
844,42,,2024-05-30 20:00,844,,25.1,20.2,,8.0,6,Banqiao,,Good
845,55,,2024-05-30 20:00,845,,35.2,7.9,,21.0,5,Tucheng,,Moderate
846,38,,2024-05-30 20:00,846,,11.6,18.6,,10.0,4,Xindian,,Good
847,35,,2024-05-30 20:00,847,,7.7,14.4,,5.0,3,Wanli,,Good
848,51,,2024-05-30 20:00,848,,31.8,1.1,,16.0,2,Xizhi,,Moderate
849,28,,2024-05-30 20:00,849,,17.4,3.3,,8.0,1,Keelung,,Good
850,33,,2024-05-30 19:00,850,,2.3,35.1,,2.0,313,Pingtung（fangshan）,,Good
851,48,,2024-05-30 19:00,851,,5.1,41.3,,8.0,312,Taichung（Rilana Elementary）,,Good
852,52,,2024-05-30 19:00,852,,33.2,13.8,,13.0,311,New Taipei(Shulin),,Moderate
853,28,,2024-05-30 19:00,853,,1.7,30.6,,8.0,204,Pingtung（Liuqiu）,,Good
854,31,,2024-05-30 19:00,854,,7.5,26.3,,7.0,203,Tainan（Madou）,,Good
855,23,,2024-05-30 19:00,855,,8.7,19.9,,2.0,202,Kaohsiung（Hunei）,,Good
856,46,,2024-05-30 19:00,856,,8.7,31.6,,10.0,201,Changhua（Yuanlin）,,Good
857,51,,2024-05-30 19:00,857,,4.8,35.1,,5.0,85,Dacheng,,Moderate
858,43,,2024-05-30 19:00,858,,6.3,36.8,,8.0,84,FugueiCape,,Good
859,45,,2024-05-30 19:00,859,,3.6,26.6,,3.0,83,Mailiao,,Good
860,28,,2024-05-30 19:00,860,,3.6,23.4,,5.0,80,Guanshan,,Good
861,40,,2024-05-30 19:00,861,,5.0,31.7,,7.0,78,Magong,,Good
862,77,,2024-05-30 19:00,862,,15.5,39.4,,32.0,77,Kinmen,,Moderate
863,47,,2024-05-30 19:00,863,,2.0,44.6,,11.0,75,Matsu,,Good
864,47,,2024-05-30 19:00,864,,6.7,27.4,,12.0,72,Puli,,Good
865,25,,2024-05-30 19:00,865,,15.9,17.4,,6.0,71,Fuxing,,Good
