siteid,sitename,datacreationdate,aqi,status,index,co,no,no2,o3,pm10,pm2.5,so2
312,Taichung（Rilana Elementary）,2024-05-31 04:00,20,Good,511.0,,0.6,9.3,8.9,,1.0,0.0
311,New Taipei(Shulin),2024-05-31 04:00,51,Moderate,512.0,,0.7,6.5,5.5,,15.0,0.4
204,Pingtung（Liuqiu）,2024-05-31 04:00,24,Good,513.0,,1.1,0.6,24.4,,7.0,0.5
203,Tainan（Madou）,2024-05-31 04:00,18,Good,514.0,,0.5,3.2,19.0,,5.0,0.8
202,Kaohsiung（Hunei）,2024-05-31 04:00,16,Good,515.0,,1.5,6.2,14.1,,4.0,2.6
201,Changhua（Yuanlin）,2024-05-31 04:00,36,Good,516.0,,1.2,7.3,9.2,,14.0,1.6
85,Dacheng,2024-05-31 04:00,15,Good,517.0,,1.1,0.9,20.5,,2.0,1.2
84,FugueiCape,2024-05-31 04:00,32,Good,518.0,,0.1,6.0,18.1,,15.0,0.6
83,Mailiao,2024-05-31 04:00,19,Good,519.0,,0.4,2.2,21.0,,3.0,1.0
80,Guanshan,2024-05-31 04:00,23,Good,520.0,,1.4,1.9,3.7,,5.0,0.3
78,Magong,2024-05-31 04:00,25,Good,521.0,,0.1,3.6,25.1,,1.0,0.5
77,Kinmen,2024-05-31 04:00,83,Moderate,522.0,,1.6,26.0,3.7,,32.0,2.7
75,Matsu,2024-05-31 04:00,40,Good,523.0,,0.9,4.2,37.5,,17.0,0.5
72,Puli,2024-05-31 04:00,30,Good,524.0,,1.4,2.4,5.8,,6.0,0.9
71,Fuxing,2024-05-31 04:00,18,Good,525.0,,1.0,3.7,20.2,,2.0,1.5
70,Yonghe,2024-05-31 04:00,41,Good,526.0,,0.9,3.8,7.4,,6.0,0.8
69,Zhushan,2024-05-31 04:00,26,Good,527.0,,1.2,4.0,3.4,,7.0,0.8
68,Zhongli,2024-05-31 04:00,54,Moderate,528.0,,8.5,19.2,3.4,,20.0,1.5
67,Sanchong,2024-05-31 04:00,39,Good,529.0,,2.2,8.8,6.4,,11.0,0.4
66,Dongshan,2024-05-31 04:00,25,Good,530.0,,1.1,5.8,2.6,,9.0,0.3
65,Yilan,2024-05-31 04:00,15,Good,531.0,,0.5,2.7,7.0,,0.0,1.4
64,Yangming,2024-05-31 04:00,28,Good,532.0,,0.8,1.5,30.0,,6.0,0.7
63,Hualien,2024-05-31 04:00,20,Good,533.0,,0.8,1.3,6.8,,4.0,0.1
62,Taitung,2024-05-31 04:00,18,Good,534.0,,1.0,2.9,7.0,,5.0,0.5
61,Hengchun,2024-05-31 04:00,25,Good,535.0,,0.4,0.5,29.4,,4.0,0.1
60,Chaozhou,2024-05-31 04:00,15,Good,536.0,,1.6,1.3,15.5,,2.0,0.6
59,Pingtung,2024-05-31 04:00,19,Good,537.0,,0.5,3.8,15.5,,2.0,0.6
58,Xiaogang,2024-05-31 04:00,31,Good,538.0,,0.4,8.3,15.5,,7.0,5.4
57,Qianzhen,2024-05-31 04:00,17,Good,539.0,,0.2,4.5,21.1,,0.0,2.2
56,Qianjin,2024-05-31 04:00,18,Good,540.0,,0.3,4.3,19.9,,1.0,1.0
54,Zuoying,2024-05-31 04:00,22,Good,541.0,,0.5,4.4,19.8,,4.0,0.7
53,Nanzi,2024-05-31 04:00,17,Good,542.0,,0.6,6.1,18.5,,3.0,0.6
52,Linyuan,2024-05-31 04:00,23,Good,543.0,,0.0,2.2,14.4,,4.0,0.7
51,Daliao,2024-05-31 04:00,19,Good,544.0,,0.5,4.7,12.5,,4.0,0.3
50,Fengshan,2024-05-31 04:00,20,Good,545.0,,0.1,3.1,16.8,,0.0,0.6
49,Renwu,2024-05-31 04:00,22,Good,546.0,,0.2,2.5,22.0,,3.0,1.1
48,Qiaotou,2024-05-31 04:00,18,Good,547.0,,0.7,3.2,18.0,,0.0,0.2
47,Meinong,2024-05-31 04:00,17,Good,548.0,,0.7,0.8,19.0,,0.0,0.1
46,Tainan,2024-05-31 04:00,25,Good,549.0,,1.0,4.8,19.9,,7.0,0.6
45,Annan,2024-05-31 04:00,24,Good,550.0,,0.5,3.3,21.5,,6.0,0.2
44,Shanhua,2024-05-31 04:00,21,Good,551.0,,0.7,1.8,20.8,,6.0,0.5
43,Xinying,2024-05-31 04:00,19,Good,552.0,,0.9,2.3,20.9,,0.0,0.6
42,Chiayi,2024-05-31 04:00,19,Good,553.0,,0.7,0.9,25.3,,1.0,1.1
41,Taixi,2024-05-31 04:00,19,Good,554.0,,0.5,2.3,21.1,,0.0,1.1
40,Puzi,2024-05-31 04:00,16,Good,555.0,,1.7,3.7,16.8,,,0.9
39,Xingang,2024-05-31 04:00,21,Good,556.0,,0.5,3.3,21.2,,5.0,1.2
38,Lunbei,2024-05-31 04:00,19,Good,557.0,,1.0,3.6,18.0,,5.0,1.0
37,Douliu,2024-05-31 04:00,23,Good,558.0,,0.8,4.4,10.8,,5.0,0.9
36,Nantou,2024-05-31 04:00,28,Good,559.0,,0.4,4.3,3.4,,3.0,0.3
35,Erlin,2024-05-31 04:00,42,Good,560.0,,0.3,3.2,17.4,,8.0,1.2
34,Xianxi,2024-05-31 04:00,27,Good,561.0,,1.3,6.6,11.5,,5.0,0.3
33,Changhua,2024-05-31 04:00,19,Good,562.0,,0.8,7.1,9.2,,3.0,0.5
32,Xitun,2024-05-31 04:00,26,Good,563.0,,1.4,8.1,5.4,,6.0,0.7
31,Zhongming,2024-05-31 04:00,25,Good,564.0,,1.0,4.6,8.5,,8.0,1.2
30,Dali,2024-05-31 04:00,24,Good,565.0,,0.0,4.3,7.5,,2.0,0.9
29,Shalu,2024-05-31 04:00,24,Good,566.0,,1.0,7.1,12.0,,5.0,0.6
28,Fengyuan,2024-05-31 04:00,18,Good,567.0,,0.9,4.2,14.3,,3.0,0.8
27,Sanyi,2024-05-31 04:00,23,Good,568.0,,0.9,1.0,18.2,,6.0,0.6
26,Miaoli,2024-05-31 04:00,40,Good,569.0,,3.3,9.7,0.9,,10.0,0.7
25,Toufen,2024-05-31 04:00,34,Good,570.0,,1.3,6.0,6.1,,9.0,0.7
24,Hsinchu,2024-05-31 04:00,32,Good,571.0,,1.1,12.0,5.4,,9.0,0.3
23,Zhudong,2024-05-31 04:00,53,Moderate,572.0,,0.8,4.7,5.9,,14.0,0.7
22,Hukou,2024-05-31 04:00,49,Good,573.0,,1.9,10.4,15.0,,13.0,0.6
21,Longtan,2024-05-31 04:00,57,Moderate,574.0,,1.5,12.5,2.5,,15.0,0.5
20,Pingzhen,2024-05-31 04:00,48,Good,575.0,,1.5,22.7,3.0,,21.0,0.9
19,Guanyin,2024-05-31 04:00,39,Good,576.0,,1.9,11.2,14.5,,17.0,0.4
18,Dayuan,2024-05-31 04:00,48,Good,577.0,,0.5,12.6,12.1,,15.0,1.0
17,Taoyuan,2024-05-31 04:00,53,Moderate,578.0,,3.8,22.7,0.0,,19.0,3.2
16,Datong,2024-05-31 04:00,39,Good,579.0,,4.9,8.8,5.7,,12.0,1.0
15,Songshan,2024-05-31 04:00,42,Good,580.0,,1.4,10.9,6.5,,9.0,
14,Guting,2024-05-31 04:00,24,Good,581.0,,0.9,3.2,7.3,,7.0,2.1
13,Wanhua,2024-05-31 04:00,30,Good,582.0,,2.0,7.1,6.9,,8.0,0.0
12,Zhongshan,2024-05-31 04:00,29,Good,583.0,,0.9,7.0,6.8,,5.0,0.1
11,Shilin,2024-05-31 04:00,41,Good,584.0,,0.4,10.1,7.5,,17.0,0.8
10,Tamsui,2024-05-31 04:00,37,Good,585.0,,0.8,19.2,4.3,,14.0,1.7
9,Linkou,2024-05-31 04:00,37,Good,586.0,,1.8,22.8,8.8,,12.0,1.0
8,Cailiao,2024-05-31 04:00,34,Good,587.0,,0.9,13.1,3.9,,8.0,0.7
7,Xinzhuang,2024-05-31 04:00,55,Moderate,588.0,,0.7,16.1,6.2,,20.0,1.0
6,Banqiao,2024-05-31 04:00,39,Good,589.0,,1.1,16.6,2.3,,12.0,0.6
5,Tucheng,2024-05-31 04:00,55,Moderate,590.0,,2.0,13.0,3.1,,20.0,0.1
4,Xindian,2024-05-31 04:00,37,Good,591.0,,1.0,2.6,8.2,,12.0,1.1
3,Wanli,2024-05-31 04:00,23,Good,592.0,,0.9,6.9,5.3,,6.0,0.3
2,Xizhi,2024-05-31 04:00,44,Good,593.0,,13.1,15.0,0.6,,15.0,0.7
1,Keelung,2024-05-31 04:00,24,Good,594.0,,2.2,10.5,0.9,,8.0,0.3
313,Pingtung（fangshan）,2024-05-31 03:00,23,Good,595.0,,0.2,1.7,20.6,,0.0,0.0
312,Taichung（Rilana Elementary）,2024-05-31 03:00,22,Good,596.0,,0.4,7.3,11.2,,3.0,0.0
311,New Taipei(Shulin),2024-05-31 03:00,51,Moderate,597.0,,0.9,7.1,5.6,,14.0,0.4
204,Pingtung（Liuqiu）,2024-05-31 03:00,24,Good,598.0,,1.1,0.7,25.7,,6.0,0.4
203,Tainan（Madou）,2024-05-31 03:00,17,Good,599.0,,0.3,3.2,19.4,,5.0,0.4
202,Kaohsiung（Hunei）,2024-05-31 03:00,18,Good,600.0,,1.0,4.8,17.1,,6.0,1.2
201,Changhua（Yuanlin）,2024-05-31 03:00,35,Good,601.0,,1.5,8.4,8.7,,8.0,1.5
85,Dacheng,2024-05-31 03:00,16,Good,602.0,,0.7,4.1,20.0,,4.0,1.2
84,FugueiCape,2024-05-31 03:00,27,Good,603.0,,0.1,9.2,20.1,,9.0,0.9
83,Mailiao,2024-05-31 03:00,21,Good,604.0,,0.5,3.3,21.9,,5.0,1.1
80,Guanshan,2024-05-31 03:00,23,Good,605.0,,1.2,1.6,5.2,,4.0,0.3
78,Magong,2024-05-31 03:00,26,Good,606.0,,0.1,2.6,27.3,,1.0,0.6
77,Kinmen,2024-05-31 03:00,81,Moderate,607.0,,1.6,27.3,4.0,,30.0,1.7
75,Matsu,2024-05-31 03:00,37,Good,608.0,,1.0,5.4,40.1,,11.0,0.7
72,Puli,2024-05-31 03:00,33,Good,609.0,,1.5,2.1,7.9,,10.0,0.8
71,Fuxing,2024-05-31 03:00,18,Good,610.0,,1.3,4.0,21.1,,1.0,4.2
70,Yonghe,2024-05-31 03:00,57,Moderate,611.0,,1.5,4.6,7.1,,9.0,0.7
69,Zhushan,2024-05-31 03:00,25,Good,612.0,,1.3,4.7,3.6,,6.0,0.7
68,Zhongli,2024-05-31 03:00,53,Moderate,613.0,,6.4,23.0,4.0,,20.0,2.2
67,Sanchong,2024-05-31 03:00,39,Good,614.0,,4.3,15.1,4.1,,12.0,0.6
66,Dongshan,2024-05-31 03:00,24,Good,615.0,,1.2,4.8,4.7,,6.0,0.2
65,Yilan,2024-05-31 03:00,17,Good,616.0,,0.5,2.4,9.0,,1.0,1.6
64,Yangming,2024-05-31 03:00,26,Good,617.0,,0.7,2.3,30.5,,7.0,0.6
63,Hualien,2024-05-31 03:00,20,Good,618.0,,0.7,1.1,11.4,,4.0,0.1
62,Taitung,2024-05-31 03:00,17,Good,619.0,,1.3,2.8,13.0,,3.0,0.6
61,Hengchun,2024-05-31 03:00,25,Good,620.0,,0.3,0.6,30.1,,4.0,0.1
60,Chaozhou,2024-05-31 03:00,16,Good,621.0,,1.8,1.3,14.6,,2.0,0.4
59,Pingtung,2024-05-31 03:00,20,Good,622.0,,0.5,3.0,18.0,,2.0,0.5
58,Xiaogang,2024-05-31 03:00,31,Good,623.0,,0.4,6.8,20.0,,6.0,1.4
57,Qianzhen,2024-05-31 03:00,17,Good,624.0,,0.3,5.8,21.4,,0.0,6.8
56,Qianjin,2024-05-31 03:00,18,Good,625.0,,0.2,4.3,21.9,,2.0,1.3
54,Zuoying,2024-05-31 03:00,26,Good,626.0,,0.5,4.1,21.8,,5.0,0.5
53,Nanzi,2024-05-31 03:00,18,Good,627.0,,0.8,7.4,20.1,,3.0,0.9
52,Linyuan,2024-05-31 03:00,26,Good,628.0,,0.0,1.8,19.0,,5.0,1.0
51,Daliao,2024-05-31 03:00,21,Good,629.0,,0.3,3.1,16.9,,4.0,0.4
50,Fengshan,2024-05-31 03:00,21,Good,630.0,,0.1,1.5,22.6,,0.0,0.5
49,Renwu,2024-05-31 03:00,23,Good,631.0,,0.2,3.2,24.0,,5.0,1.4
48,Qiaotou,2024-05-31 03:00,18,Good,632.0,,0.8,3.5,18.7,,0.0,0.3
47,Meinong,2024-05-31 03:00,17,Good,633.0,,0.7,0.8,24.3,,0.0,0.1
46,Tainan,2024-05-31 03:00,27,Good,634.0,,1.0,5.3,20.6,,6.0,1.0
45,Annan,2024-05-31 03:00,24,Good,635.0,,0.5,5.7,21.0,,6.0,0.8
44,Shanhua,2024-05-31 03:00,24,Good,636.0,,0.5,2.1,20.5,,3.0,0.3
43,Xinying,2024-05-31 03:00,19,Good,637.0,,1.0,2.6,19.8,,0.0,0.7
42,Chiayi,2024-05-31 03:00,19,Good,638.0,,0.5,1.1,21.9,,2.0,0.8
41,Taixi,2024-05-31 03:00,19,Good,639.0,,0.5,3.8,20.6,,3.0,1.1
40,Puzi,2024-05-31 03:00,17,Good,640.0,,1.2,4.0,18.7,,,1.1
39,Xingang,2024-05-31 03:00,22,Good,641.0,,0.5,2.4,22.4,,5.0,0.9
38,Lunbei,2024-05-31 03:00,20,Good,642.0,,0.0,1.7,20.6,,5.0,0.2
37,Douliu,2024-05-31 03:00,23,Good,643.0,,2.4,7.9,7.5,,5.0,1.2
36,Nantou,2024-05-31 03:00,28,Good,644.0,,0.4,4.8,4.8,,4.0,0.2
35,Erlin,2024-05-31 03:00,44,Good,645.0,,0.2,7.3,11.7,,13.0,1.3
34,Xianxi,2024-05-31 03:00,28,Good,646.0,,2.0,9.1,4.3,,8.0,0.3
33,Changhua,2024-05-31 03:00,23,Good,647.0,,0.8,5.1,16.2,,3.0,0.6
32,Xitun,2024-05-31 03:00,30,Good,648.0,,1.0,6.5,6.8,,8.0,0.7
31,Zhongming,2024-05-31 03:00,26,Good,649.0,,0.9,6.5,6.2,,9.0,1.4
30,Dali,2024-05-31 03:00,31,Good,650.0,,0.0,4.6,8.8,,3.0,0.9
29,Shalu,2024-05-31 03:00,26,Good,651.0,,1.0,6.2,18.0,,6.0,0.7
28,Fengyuan,2024-05-31 03:00,19,Good,652.0,,0.9,3.6,19.6,,2.0,0.7
27,Sanyi,2024-05-31 03:00,24,Good,653.0,,0.9,1.5,20.1,,4.0,0.7
26,Miaoli,2024-05-31 03:00,44,Good,654.0,,4.5,11.0,0.2,,10.0,0.7
25,Toufen,2024-05-31 03:00,36,Good,655.0,,1.2,4.5,6.7,,9.0,0.9
24,Hsinchu,2024-05-31 03:00,35,Good,656.0,,0.9,9.4,17.4,,9.0,0.5
23,Zhudong,2024-05-31 03:00,54,Moderate,657.0,,0.7,4.6,8.1,,16.0,0.8
22,Hukou,2024-05-31 03:00,51,Moderate,658.0,,2.1,10.6,17.4,,17.0,0.4
21,Longtan,2024-05-31 03:00,59,Moderate,659.0,,4.3,15.8,4.8,,18.0,0.2
20,Pingzhen,2024-05-31 03:00,44,Good,660.0,,1.3,23.7,4.0,,15.0,1.1
19,Guanyin,2024-05-31 03:00,35,Good,661.0,,1.5,8.6,19.3,,19.0,0.4
18,Dayuan,2024-05-31 03:00,49,Good,662.0,,0.1,9.8,17.8,,16.0,1.4
17,Taoyuan,2024-05-31 03:00,49,Good,663.0,,1.1,20.0,8.0,,22.0,2.0
16,Datong,2024-05-31 03:00,38,Good,664.0,,8.6,13.3,4.8,,12.0,1.0
15,Songshan,2024-05-31 03:00,44,Good,665.0,,2.0,13.6,5.7,,13.0,0.0
14,Guting,2024-05-31 03:00,25,Good,666.0,,1.0,3.6,7.7,,7.0,2.4
13,Wanhua,2024-05-31 03:00,31,Good,667.0,,1.6,8.8,7.5,,6.0,0.1
12,Zhongshan,2024-05-31 03:00,31,Good,668.0,,1.0,10.0,7.3,,7.0,0.3
11,Shilin,2024-05-31 03:00,39,Good,669.0,,0.4,11.1,9.0,,11.0,0.8
10,Tamsui,2024-05-31 03:00,36,Good,670.0,,1.0,14.7,7.1,,12.0,1.6
9,Linkou,2024-05-31 03:00,33,Good,671.0,,7.6,19.9,14.3,,14.0,1.4
8,Cailiao,2024-05-31 03:00,37,Good,672.0,,1.8,19.1,2.5,,11.0,0.8
7,Xinzhuang,2024-05-31 03:00,53,Moderate,673.0,,0.4,16.2,7.8,,20.0,0.8
6,Banqiao,2024-05-31 03:00,40,Good,674.0,,0.9,18.4,4.6,,10.0,0.7
5,Tucheng,2024-05-31 03:00,55,Moderate,675.0,,1.8,14.7,3.8,,12.0,0.1
4,Xindian,2024-05-31 03:00,37,Good,676.0,,1.1,2.7,9.2,,14.0,1.1
3,Wanli,2024-05-31 03:00,24,Good,677.0,,0.8,6.7,4.3,,7.0,0.3
2,Xizhi,2024-05-31 03:00,43,Good,678.0,,9.0,15.5,1.6,,16.0,0.8
1,Keelung,2024-05-31 03:00,23,Good,679.0,,2.0,11.3,2.1,,11.0,0.5
313,Pingtung（fangshan）,2024-05-31 02:00,25,Good,680.0,,0.0,1.4,26.2,,0.0,0.0
312,Taichung（Rilana Elementary）,2024-05-31 02:00,26,Good,681.0,,0.8,10.6,9.7,,6.0,0.1
311,New Taipei(Shulin),2024-05-31 02:00,52,Moderate,682.0,,4.4,11.3,3.4,,19.0,0.4
204,Pingtung（Liuqiu）,2024-05-31 02:00,25,Good,683.0,,1.3,0.6,26.1,,8.0,0.4
203,Tainan（Madou）,2024-05-31 02:00,18,Good,684.0,,0.2,3.8,22.4,,6.0,0.4
202,Kaohsiung（Hunei）,2024-05-31 02:00,16,Good,685.0,,1.0,6.4,16.3,,6.0,
201,Changhua（Yuanlin）,2024-05-31 02:00,40,Good,686.0,,1.0,6.8,15.3,,10.0,1.7
85,Dacheng,2024-05-31 02:00,18,Good,687.0,,0.3,5.6,15.0,,5.0,1.3
84,FugueiCape,2024-05-31 02:00,28,Good,688.0,,0.2,9.5,21.2,,7.0,0.6
83,Mailiao,2024-05-31 02:00,22,Good,689.0,,0.4,5.6,18.0,,7.0,1.3
80,Guanshan,2024-05-31 02:00,21,Good,690.0,,1.9,1.7,4.4,,3.0,0.1
78,Magong,2024-05-31 02:00,27,Good,691.0,,0.5,2.1,30.7,,1.0,0.5
77,Kinmen,2024-05-31 02:00,78,Moderate,692.0,,1.6,25.7,4.9,,26.0,1.2
75,Matsu,2024-05-31 02:00,38,Good,693.0,,1.1,15.6,25.7,,9.0,1.5
72,Puli,2024-05-31 02:00,33,Good,694.0,,1.6,3.1,7.1,,8.0,0.9
71,Fuxing,2024-05-31 02:00,18,Good,695.0,,0.8,5.6,21.3,,3.0,3.7
70,Yonghe,2024-05-31 02:00,59,Moderate,696.0,,1.3,5.4,7.6,,12.0,0.7
69,Zhushan,2024-05-31 02:00,24,Good,697.0,,1.0,5.7,3.6,,3.0,0.7
68,Zhongli,2024-05-31 02:00,51,Moderate,698.0,,4.0,26.1,8.8,,19.0,2.2
67,Sanchong,2024-05-31 02:00,39,Good,699.0,,4.8,17.0,2.5,,11.0,0.7
66,Dongshan,2024-05-31 02:00,24,Good,700.0,,0.8,4.0,6.9,,7.0,0.3
65,Yilan,2024-05-31 02:00,19,Good,701.0,,0.5,2.8,8.8,,6.0,1.6
64,Yangming,2024-05-31 02:00,25,Good,702.0,,0.8,3.2,29.9,,8.0,0.7
63,Hualien,2024-05-31 02:00,22,Good,703.0,,0.8,1.1,17.0,,6.0,0.3
62,Taitung,2024-05-31 02:00,17,Good,704.0,,1.6,4.4,8.5,,1.0,0.6
61,Hengchun,2024-05-31 02:00,25,Good,705.0,,0.3,1.0,24.7,,3.0,0.1
60,Chaozhou,2024-05-31 02:00,18,Good,706.0,,1.8,1.4,16.4,,0.0,0.5
59,Pingtung,2024-05-31 02:00,21,Good,707.0,,0.5,3.1,22.4,,1.0,0.5
58,Xiaogang,2024-05-31 02:00,33,Good,708.0,,0.6,6.2,20.5,,4.0,1.0
57,Qianzhen,2024-05-31 02:00,16,Good,709.0,,0.8,6.9,20.0,,0.0,4.8
56,Qianjin,2024-05-31 02:00,18,Good,710.0,,0.4,6.3,19.5,,2.0,1.8
54,Zuoying,2024-05-31 02:00,29,Good,711.0,,0.5,7.1,18.0,,6.0,1.7
53,Nanzi,2024-05-31 02:00,22,Good,712.0,,0.9,13.4,14.4,,3.0,4.4
52,Linyuan,2024-05-31 02:00,27,Good,713.0,,0.0,1.8,22.3,,5.0,0.8
51,Daliao,2024-05-31 02:00,23,Good,714.0,,0.2,2.4,19.9,,5.0,0.4
50,Fengshan,2024-05-31 02:00,21,Good,715.0,,0.1,1.7,23.9,,0.0,0.5
49,Renwu,2024-05-31 02:00,24,Good,716.0,,0.0,3.5,23.4,,4.0,1.8
48,Qiaotou,2024-05-31 02:00,18,Good,717.0,,0.9,6.6,18.2,,3.0,1.6
47,Meinong,2024-05-31 02:00,18,Good,718.0,,0.5,1.5,23.1,,0.0,0.0
46,Tainan,2024-05-31 02:00,28,Good,719.0,,0.7,7.6,18.8,,9.0,1.4
45,Annan,2024-05-31 02:00,25,Good,720.0,,0.7,8.0,18.9,,6.0,1.1
44,Shanhua,2024-05-31 02:00,26,Good,721.0,,0.5,1.5,22.3,,6.0,0.3
43,Xinying,2024-05-31 02:00,20,Good,722.0,,1.2,3.4,18.7,,3.0,0.8
42,Chiayi,2024-05-31 02:00,20,Good,723.0,,0.7,2.2,20.4,,3.0,1.1
41,Taixi,2024-05-31 02:00,21,Good,724.0,,0.3,4.1,20.6,,3.0,1.0
40,Puzi,2024-05-31 02:00,19,Good,725.0,,1.3,5.5,16.8,,,1.4
39,Xingang,2024-05-31 02:00,25,Good,726.0,,1.3,2.4,22.1,,5.0,1.0
38,Lunbei,2024-05-31 02:00,22,Good,727.0,,0.1,3.1,15.0,,4.0,0.4
37,Douliu,2024-05-31 02:00,23,Good,728.0,,1.7,11.3,6.0,,5.0,1.1
36,Nantou,2024-05-31 02:00,27,Good,729.0,,0.1,7.0,3.2,,5.0,0.1
35,Erlin,2024-05-31 02:00,45,Good,730.0,,0.6,10.8,4.5,,15.0,1.5
34,Xianxi,2024-05-31 02:00,32,Good,731.0,,1.7,9.0,6.6,,11.0,0.2
33,Changhua,2024-05-31 02:00,27,Good,732.0,,0.4,5.0,20.3,,3.0,0.6
32,Xitun,2024-05-31 02:00,31,Good,733.0,,1.3,8.1,8.7,,6.0,0.7
31,Zhongming,2024-05-31 02:00,26,Good,734.0,,0.6,5.2,11.4,,7.0,1.4
30,Dali,2024-05-31 02:00,36,Good,735.0,,0.0,5.0,10.1,,7.0,1.1
29,Shalu,2024-05-31 02:00,28,Good,736.0,,1.0,9.3,15.6,,5.0,0.9
28,Fengyuan,2024-05-31 02:00,22,Good,737.0,,0.6,4.2,19.3,,3.0,0.9
27,Sanyi,2024-05-31 02:00,26,Good,738.0,,0.7,2.9,18.0,,6.0,0.6
26,Miaoli,2024-05-31 02:00,46,Good,739.0,,1.8,10.8,5.2,,16.0,0.9
25,Toufen,2024-05-31 02:00,38,Good,740.0,,1.1,5.9,9.4,,11.0,0.6
24,Hsinchu,2024-05-31 02:00,34,Good,741.0,,0.9,12.7,18.9,,11.0,0.6
23,Zhudong,2024-05-31 02:00,54,Moderate,742.0,,0.8,4.5,8.3,,16.0,0.7
22,Hukou,2024-05-31 02:00,49,Good,743.0,,3.1,16.8,12.0,,14.0,0.2
21,Longtan,2024-05-31 02:00,59,Moderate,744.0,,9.1,22.4,0.1,,20.0,0.3
20,Pingzhen,2024-05-31 02:00,41,Good,745.0,,0.3,20.6,15.5,,16.0,1.0
19,Guanyin,2024-05-31 02:00,31,Good,746.0,,1.9,7.6,18.4,,11.0,0.8
18,Dayuan,2024-05-31 02:00,46,Good,747.0,,0.0,10.1,16.2,,21.0,1.2
17,Taoyuan,2024-05-31 02:00,45,Good,748.0,,0.6,18.2,14.4,,18.0,2.2
16,Datong,2024-05-31 02:00,40,Good,749.0,,12.0,18.1,2.3,,14.0,1.0
15,Songshan,2024-05-31 02:00,46,Good,750.0,,0.9,12.0,9.7,,15.0,0.3
14,Guting,2024-05-31 02:00,25,Good,751.0,,1.1,4.8,8.6,,5.0,
13,Wanhua,2024-05-31 02:00,35,Good,752.0,,2.6,12.8,6.6,,9.0,0.2
12,Zhongshan,2024-05-31 02:00,34,Good,753.0,,0.9,11.0,6.6,,11.0,0.4
11,Shilin,2024-05-31 02:00,39,Good,754.0,,0.4,14.5,8.9,,15.0,1.0
10,Tamsui,2024-05-31 02:00,36,Good,755.0,,0.7,15.8,8.7,,11.0,1.4
9,Linkou,2024-05-31 02:00,31,Good,756.0,,,,14.3,,12.0,2.0
8,Cailiao,2024-05-31 02:00,36,Good,757.0,,1.4,17.9,2.1,,12.0,1.0
7,Xinzhuang,2024-05-31 02:00,50,Good,758.0,,0.9,17.1,8.8,,15.0,1.2
6,Banqiao,2024-05-31 02:00,42,Good,759.0,,1.5,20.9,2.8,,14.0,0.6
5,Tucheng,2024-05-31 02:00,57,Moderate,760.0,,4.0,18.6,1.9,,16.0,0.3
4,Xindian,2024-05-31 02:00,35,Good,761.0,,1.3,3.9,9.9,,9.0,1.1
3,Wanli,2024-05-31 02:00,26,Good,762.0,,0.8,10.9,6.3,,6.0,0.4
2,Xizhi,2024-05-31 02:00,43,Good,763.0,,13.2,16.0,0.6,,11.0,1.2
1,Keelung,2024-05-31 02:00,22,Good,764.0,,2.2,13.6,1.8,,4.0,0.6
313,Pingtung（fangshan）,2024-05-31 01:00,26,Good,765.0,,0.0,1.8,29.2,,2.0,0.0
312,Taichung（Rilana Elementary）,2024-05-31 01:00,28,Good,766.0,,2.1,8.8,19.7,,6.0,0.3
311,New Taipei(Shulin),2024-05-31 01:00,51,Moderate,767.0,,0.6,7.9,8.8,,12.0,0.8
204,Pingtung（Liuqiu）,2024-05-31 01:00,26,Good,768.0,,1.2,0.9,24.2,,5.0,0.6
203,Tainan（Madou）,2024-05-31 01:00,19,Good,769.0,,0.9,4.6,18.2,,4.0,0.5
202,Kaohsiung（Hunei）,2024-05-31 01:00,15,Good,770.0,,1.1,8.3,15.6,,4.0,1.1
201,Changhua（Yuanlin）,2024-05-31 01:00,44,Good,771.0,,0.5,7.9,14.4,,12.0,1.6
85,Dacheng,2024-05-31 01:00,20,Good,772.0,,0.1,6.0,12.3,,5.0,0.9
84,FugueiCape,2024-05-31 01:00,30,Good,773.0,,0.1,5.4,28.8,,5.0,0.5
83,Mailiao,2024-05-31 01:00,22,Good,774.0,,0.3,6.1,17.0,,5.0,1.5
80,Guanshan,2024-05-31 01:00,18,Good,775.0,,0.2,1.7,6.0,,2.0,0.4
78,Magong,2024-05-31 01:00,27,Good,776.0,,1.0,2.6,29.7,,1.0,1.0
77,Kinmen,2024-05-31 01:00,76,Moderate,777.0,,1.6,25.9,2.8,,30.0,1.6
75,Matsu,2024-05-31 01:00,39,Good,778.0,,0.8,14.9,28.6,,12.0,1.3
72,Puli,2024-05-31 01:00,35,Good,779.0,,1.4,3.8,8.9,,10.0,0.9
71,Fuxing,2024-05-31 01:00,20,Good,780.0,,1.8,12.2,14.3,,5.0,1.4
70,Yonghe,2024-05-31 01:00,59,Moderate,781.0,,1.7,10.1,6.5,,16.0,0.9
69,Zhushan,2024-05-31 01:00,30,Good,782.0,,0.6,4.3,5.1,,5.0,0.8
68,Zhongli,2024-05-31 01:00,46,Good,783.0,,4.5,22.9,12.4,,13.0,1.7
67,Sanchong,2024-05-31 01:00,50,Good,784.0,,25.4,30.3,2.6,,16.0,1.1
66,Dongshan,2024-05-31 01:00,24,Good,785.0,,0.6,3.7,8.9,,12.0,0.6
65,Yilan,2024-05-31 01:00,23,Good,786.0,,0.4,2.7,8.0,,9.0,0.4
