siteid,sitename,datacreationdate,aqi,status,pm2.5,o3,no2,co,pm10,no,so2
311,New Taipei(Shulin),2024-05-30 22:00,52,Moderate,19.0,7.0,15.6,,,,
204,Pingtung（Liuqiu）,2024-05-30 22:00,27,Good,5.0,28.6,1.3,,,,
203,Tainan（Madou）,2024-05-30 22:00,25,Good,6.0,19.2,7.5,,,,
202,Kaohsiung（Hunei）,2024-05-30 22:00,19,Good,5.0,16.3,8.8,,,,
201,Changhua（Yuanlin）,2024-05-30 22:00,43,Good,16.0,16.2,12.3,,,,
85,Dacheng,2024-05-30 22:00,35,Good,3.0,16.2,4.7,,,,
84,FugueiCape,2024-05-30 22:00,36,Good,5.0,33.2,1.8,,,,
83,Mailiao,2024-05-30 22:00,30,Good,6.0,17.4,8.9,,,,
80,Guanshan,2024-05-30 22:00,20,Good,3.0,14.8,3.2,,,,
78,Magong,2024-05-30 22:00,29,Good,0.0,24.8,7.8,,,,
77,Kinmen,2024-05-30 22:00,76,Moderate,23.0,16.4,17.1,,,,
75,Matsu,2024-05-30 22:00,42,Good,12.0,37.1,8.7,,,,
72,Puli,2024-05-30 22:00,39,Good,10.0,9.4,8.2,,,,
71,Fuxing,2024-05-30 22:00,20,Good,6.0,20.3,12.1,,,,
70,Yonghe,2024-05-30 22:00,42,Good,13.0,6.0,19.9,,,,
69,Zhushan,2024-05-30 22:00,41,Good,11.0,7.8,6.1,,,,
68,Zhongli,2024-05-30 22:00,48,Good,12.0,16.8,28.1,,,,
67,Sanchong,2024-05-30 22:00,54,Moderate,11.0,11.7,35.8,,,,
66,Dongshan,2024-05-30 22:00,31,Good,7.0,21.2,3.7,,,,
65,Yilan,2024-05-30 22:00,34,Good,4.0,20.1,6.6,,,,
64,Yangming,2024-05-30 22:00,24,Good,7.0,27.9,3.6,,,,
63,Hualien,2024-05-30 22:00,29,Good,10.0,18.4,4.6,,,,
62,Taitung,2024-05-30 22:00,24,Good,1.0,22.3,3.9,,,,
61,Hengchun,2024-05-30 22:00,29,Good,1.0,26.5,1.6,,,,
60,Chaozhou,2024-05-30 22:00,24,Good,2.0,12.8,3.9,,,,
59,Pingtung,2024-05-30 22:00,25,Good,6.0,23.1,7.5,,,,
58,Xiaogang,2024-05-30 22:00,25,Good,9.0,23.9,9.7,,,,
57,Qianzhen,2024-05-30 22:00,22,Good,2.0,18.2,13.3,,,,
56,Qianjin,2024-05-30 22:00,21,Good,3.0,19.9,10.2,,,,
54,Zuoying,2024-05-30 22:00,29,Good,10.0,18.2,13.6,,,,
53,Nanzi,2024-05-30 22:00,24,Good,3.0,23.5,9.7,,,,
52,Linyuan,2024-05-30 22:00,31,Good,3.0,30.5,1.0,,,,
51,Daliao,2024-05-30 22:00,26,Good,2.0,25.1,3.1,,,,
50,Fengshan,2024-05-30 22:00,24,Good,6.0,25.1,6.0,,,,
49,Renwu,2024-05-30 22:00,28,Good,5.0,30.0,3.7,,,,
48,Qiaotou,2024-05-30 22:00,22,Good,4.0,21.7,8.6,,,,
47,Meinong,2024-05-30 22:00,26,Good,4.0,14.9,3.1,,,,
46,Tainan,2024-05-30 22:00,28,Good,8.0,17.2,13.7,,,,
45,Annan,2024-05-30 22:00,34,Good,7.0,17.7,11.6,,,,
44,Shanhua,2024-05-30 22:00,25,Good,9.0,20.8,2.7,,,,
43,Xinying,2024-05-30 22:00,26,Good,2.0,20.9,4.0,,,,
42,Chiayi,2024-05-30 22:00,27,Good,6.0,21.2,4.9,,,,
41,Taixi,2024-05-30 22:00,32,Good,6.0,20.2,5.0,,,,
40,Puzi,2024-05-30 22:00,25,Good,,17.6,6.6,,,,
39,Xingang,2024-05-30 22:00,33,Good,8.0,24.1,3.7,,,,
38,Lunbei,2024-05-30 22:00,37,Good,9.0,19.8,4.0,,,,
37,Douliu,2024-05-30 22:00,26,Good,9.0,16.1,10.3,,,,
36,Nantou,2024-05-30 22:00,29,Good,4.0,9.8,7.2,,,,
35,Erlin,2024-05-30 22:00,56,Moderate,17.0,20.5,5.1,,,,
34,Xianxi,2024-05-30 22:00,39,Good,16.0,27.4,5.4,,,,
33,Changhua,2024-05-30 22:00,39,Good,12.0,20.6,8.6,,,,
32,Xitun,2024-05-30 22:00,38,Good,9.0,15.4,14.9,,,,
31,Zhongming,2024-05-30 22:00,30,Good,8.0,14.7,12.3,,,,
30,Dali,2024-05-30 22:00,37,Good,11.0,11.5,10.9,,,,
29,Shalu,2024-05-30 22:00,41,Good,13.0,19.5,16.7,,,,
28,Fengyuan,2024-05-30 22:00,38,Good,3.0,20.4,6.7,,,,
27,Sanyi,2024-05-30 22:00,39,Good,5.0,31.0,0.4,,,,
26,Miaoli,2024-05-30 22:00,41,Good,10.0,26.2,8.8,,,,
25,Toufen,2024-05-30 22:00,39,Good,13.0,31.4,6.8,,,,
24,Hsinchu,2024-05-30 22:00,38,Good,9.0,34.3,12.3,,,,
23,Zhudong,2024-05-30 22:00,55,Moderate,13.0,11.0,8.2,,,,
22,Hukou,2024-05-30 22:00,56,Moderate,16.0,31.0,6.2,,,,
21,Longtan,2024-05-30 22:00,56,Moderate,16.0,20.6,18.4,,,,
20,Pingzhen,2024-05-30 22:00,40,Good,9.0,27.1,15.0,,,,
19,Guanyin,2024-05-30 22:00,32,Good,11.0,31.2,7.7,,,,
18,Dayuan,2024-05-30 22:00,40,Good,13.0,18.2,18.1,,,,
17,Taoyuan,2024-05-30 22:00,44,Good,17.0,23.7,19.5,,,,
16,Datong,2024-05-30 22:00,52,Moderate,9.0,12.7,33.3,,,,
15,Songshan,2024-05-30 22:00,43,Good,17.0,6.9,26.5,,,,
14,Guting,2024-05-30 22:00,31,Good,9.0,10.6,14.0,,,,
13,Wanhua,2024-05-30 22:00,45,Good,19.0,23.0,27.3,,,,
12,Zhongshan,2024-05-30 22:00,47,Good,11.0,16.6,28.1,,,,
11,Shilin,2024-05-30 22:00,38,Good,11.0,15.5,23.7,,,,
10,Tamsui,2024-05-30 22:00,36,Good,10.0,13.9,16.8,,,,
9,Linkou,2024-05-30 22:00,33,Good,12.0,34.0,15.8,,,,
8,Cailiao,2024-05-30 22:00,33,Good,8.0,29.6,20.0,,,,
7,Xinzhuang,2024-05-30 22:00,40,Good,17.0,16.6,22.8,,,,
6,Banqiao,2024-05-30 22:00,43,Good,12.0,12.2,26.8,,,,
5,Tucheng,2024-05-30 22:00,56,Moderate,18.0,6.7,26.8,,,,
4,Xindian,2024-05-30 22:00,33,Good,13.0,10.2,10.6,,,,
3,Wanli,2024-05-30 22:00,29,Good,4.0,7.4,7.8,,,,
2,Xizhi,2024-05-30 22:00,43,Good,14.0,3.7,26.6,,,,
1,Keelung,2024-05-30 22:00,30,Good,9.0,0.4,18.4,,,,
313,Pingtung（fangshan）,2024-05-30 21:00,31,Good,1.0,25.5,3.6,,,,
312,Taichung（Rilana Elementary）,2024-05-30 21:00,41,Good,11.0,28.5,8.0,,,,
311,New Taipei(Shulin),2024-05-30 21:00,52,Moderate,19.0,6.8,20.7,,,,
204,Pingtung（Liuqiu）,2024-05-30 21:00,28,Good,6.0,28.8,1.0,,,,
203,Tainan（Madou）,2024-05-30 21:00,28,Good,9.0,12.2,17.4,,,,
202,Kaohsiung（Hunei）,2024-05-30 21:00,22,Good,8.0,12.4,13.2,,,,
201,Changhua（Yuanlin）,2024-05-30 21:00,40,Good,11.0,19.2,11.3,,,,
85,Dacheng,2024-05-30 21:00,41,Good,4.0,19.3,4.4,,,,
84,FugueiCape,2024-05-30 21:00,38,Good,9.0,30.3,3.7,,,,
83,Mailiao,2024-05-30 21:00,35,Good,7.0,20.8,6.9,,,,
80,Guanshan,2024-05-30 21:00,23,Good,4.0,18.1,3.5,,,,
78,Magong,2024-05-30 21:00,32,Good,0.0,28.7,5.7,,,,
77,Kinmen,2024-05-30 21:00,77,Moderate,21.0,26.5,13.7,,,,
75,Matsu,2024-05-30 21:00,44,Good,13.0,36.5,5.8,,,,
72,Puli,2024-05-30 21:00,41,Good,11.0,17.9,7.6,,,,
71,Fuxing,2024-05-30 21:00,21,Good,6.0,20.7,10.7,,,,
70,Yonghe,2024-05-30 21:00,50,Good,14.0,12.1,30.2,,,,
69,Zhushan,2024-05-30 21:00,39,Good,14.0,11.6,7.3,,,,
68,Zhongli,2024-05-30 21:00,48,Good,14.0,18.3,26.1,,,,
67,Sanchong,2024-05-30 21:00,60,Moderate,11.0,6.6,44.4,,,,
66,Dongshan,2024-05-30 21:00,34,Good,5.0,25.6,4.0,,,,
65,Yilan,2024-05-30 21:00,38,Good,8.0,27.2,3.8,,,,
64,Yangming,2024-05-30 21:00,25,Good,5.0,29.4,1.6,,,,
63,Hualien,2024-05-30 21:00,29,Good,12.0,20.8,5.3,,,,
62,Taitung,2024-05-30 21:00,26,Good,3.0,24.0,5.0,,,,
61,Hengchun,2024-05-30 21:00,30,Good,2.0,28.2,1.4,,,,
60,Chaozhou,2024-05-30 21:00,26,Good,4.0,17.0,4.0,,,,
59,Pingtung,2024-05-30 21:00,26,Good,10.0,22.5,8.6,,,,
58,Xiaogang,2024-05-30 21:00,23,Good,6.0,18.6,14.0,,,,
57,Qianzhen,2024-05-30 21:00,23,Good,6.0,17.4,14.8,,,,
56,Qianjin,2024-05-30 21:00,21,Good,4.0,22.6,9.5,,,,
54,Zuoying,2024-05-30 21:00,28,Good,7.0,21.6,10.2,,,,
53,Nanzi,2024-05-30 21:00,27,Good,7.0,19.9,12.9,,,,
52,Linyuan,2024-05-30 21:00,31,Good,3.0,32.1,1.0,,,,
51,Daliao,2024-05-30 21:00,27,Good,3.0,26.5,3.8,,,,
50,Fengshan,2024-05-30 21:00,24,Good,9.0,24.5,7.7,,,,
49,Renwu,2024-05-30 21:00,28,Good,8.0,29.4,4.4,,,,
48,Qiaotou,2024-05-30 21:00,22,Good,6.0,20.9,9.2,,,,
47,Meinong,2024-05-30 21:00,28,Good,6.0,17.4,4.4,,,,
46,Tainan,2024-05-30 21:00,31,Good,9.0,13.5,16.0,,,,
45,Annan,2024-05-30 21:00,38,Good,17.0,14.7,16.9,,,,
44,Shanhua,2024-05-30 21:00,26,Good,7.0,20.0,3.2,,,,
43,Xinying,2024-05-30 21:00,29,Good,0.0,21.8,4.5,,,,
42,Chiayi,2024-05-30 21:00,32,Good,5.0,25.2,3.9,,,,
41,Taixi,2024-05-30 21:00,38,Good,5.0,26.1,3.7,,,,
40,Puzi,2024-05-30 21:00,27,Good,,20.2,7.3,,,,
39,Xingang,2024-05-30 21:00,35,Good,10.0,25.1,4.1,,,,
38,Lunbei,2024-05-30 21:00,36,Good,13.0,24.3,4.5,,,,
37,Douliu,2024-05-30 21:00,32,Good,10.0,13.9,12.0,,,,
36,Nantou,2024-05-30 21:00,35,Good,6.0,14.2,8.5,,,,
35,Erlin,2024-05-30 21:00,54,Moderate,17.0,21.2,5.2,,,,
34,Xianxi,2024-05-30 21:00,41,Good,12.0,27.7,6.9,,,,
33,Changhua,2024-05-30 21:00,46,Good,9.0,28.0,8.3,,,,
32,Xitun,2024-05-30 21:00,45,Good,11.0,24.8,12.7,,,,
31,Zhongming,2024-05-30 21:00,32,Good,5.0,24.1,8.9,,,,
30,Dali,2024-05-30 21:00,42,Good,9.0,15.4,11.3,,,,
29,Shalu,2024-05-30 21:00,44,Good,12.0,24.6,14.3,,,,
28,Fengyuan,2024-05-30 21:00,44,Good,5.0,16.1,8.3,,,,
27,Sanyi,2024-05-30 21:00,44,Good,7.0,30.3,1.0,,,,
26,Miaoli,2024-05-30 21:00,45,Good,10.0,31.2,7.5,,,,
25,Toufen,2024-05-30 21:00,44,Good,9.0,40.4,4.9,,,,
24,Hsinchu,2024-05-30 21:00,42,Good,7.0,39.6,8.1,,,,
23,Zhudong,2024-05-30 21:00,56,Moderate,19.0,16.4,9.5,,,,
22,Hukou,2024-05-30 21:00,56,Moderate,18.0,33.1,5.5,,,,
21,Longtan,2024-05-30 21:00,55,Moderate,19.0,23.0,18.6,,,,
20,Pingzhen,2024-05-30 21:00,43,Good,15.0,23.3,20.8,,,,
19,Guanyin,2024-05-30 21:00,34,Good,6.0,33.6,8.5,,,,
18,Dayuan,2024-05-30 21:00,38,Good,13.0,21.9,15.7,,,,
17,Taoyuan,2024-05-30 21:00,42,Good,15.0,26.9,18.6,,,,
16,Datong,2024-05-30 21:00,47,Good,10.0,18.0,28.2,,,,
15,Songshan,2024-05-30 21:00,45,Good,17.0,6.7,27.3,,,,
14,Guting,2024-05-30 21:00,31,Good,13.0,10.6,18.2,,,,
13,Wanhua,2024-05-30 21:00,47,Good,10.0,16.3,28.6,,,,
12,Zhongshan,2024-05-30 21:00,43,Good,10.0,18.7,26.6,,,,
11,Shilin,2024-05-30 21:00,42,Good,14.0,13.5,25.4,,,,
10,Tamsui,2024-05-30 21:00,38,Good,14.0,12.0,23.5,,,,
9,Linkou,2024-05-30 21:00,37,Good,12.0,25.5,22.7,,,,
8,Cailiao,2024-05-30 21:00,32,Good,10.0,29.5,17.1,,,,
7,Xinzhuang,2024-05-30 21:00,35,Good,14.0,26.5,19.6,,,,
6,Banqiao,2024-05-30 21:00,38,Good,18.0,21.8,23.5,,,,
5,Tucheng,2024-05-30 21:00,57,Moderate,18.0,5.5,31.9,,,,
4,Xindian,2024-05-30 21:00,32,Good,12.0,13.1,11.1,,,,
3,Wanli,2024-05-30 21:00,31,Good,4.0,10.4,5.7,,,,
2,Xizhi,2024-05-30 21:00,43,Good,11.0,2.7,26.4,,,,
1,Keelung,2024-05-30 21:00,28,Good,11.0,2.4,17.3,,,,
313,Pingtung（fangshan）,2024-05-30 20:00,32,Good,4.0,30.6,4.5,,,,
312,Taichung（Rilana Elementary）,2024-05-30 20:00,45,Good,10.0,38.1,5.7,,,,
311,New Taipei(Shulin),2024-05-30 20:00,54,Moderate,18.0,8.4,35.1,,,,
204,Pingtung（Liuqiu）,2024-05-30 20:00,28,Good,7.0,29.6,1.4,,,,
203,Tainan（Madou）,2024-05-30 20:00,29,Good,10.0,20.1,10.5,,,,
202,Kaohsiung（Hunei）,2024-05-30 20:00,21,Good,4.0,15.1,11.7,,,,
201,Changhua（Yuanlin）,2024-05-30 20:00,42,Good,10.0,27.7,10.6,,,,
85,Dacheng,2024-05-30 20:00,46,Good,5.0,27.7,4.7,,,,
84,FugueiCape,2024-05-30 20:00,41,Good,8.0,31.1,8.3,,,,
83,Mailiao,2024-05-30 20:00,41,Good,7.0,23.2,5.7,,,,
80,Guanshan,2024-05-30 20:00,26,Good,2.0,23.4,2.9,,,,
78,Magong,2024-05-30 20:00,37,Good,4.0,32.4,4.8,,,,
77,Kinmen,2024-05-30 20:00,80,Moderate,29.0,33.0,15.1,,,,
75,Matsu,2024-05-30 20:00,46,Good,15.0,39.9,3.3,,,,
72,Puli,2024-05-30 20:00,43,Good,9.0,22.5,9.0,,,,
71,Fuxing,2024-05-30 20:00,21,Good,7.0,21.6,11.5,,,,
70,Yonghe,2024-05-30 20:00,45,Good,15.0,8.8,27.1,,,,
69,Zhushan,2024-05-30 20:00,40,Good,7.0,17.6,7.0,,,,
68,Zhongli,2024-05-30 20:00,52,Moderate,21.0,10.9,33.5,,,,
67,Sanchong,2024-05-30 20:00,62,Moderate,12.0,3.8,46.2,,,,
66,Dongshan,2024-05-30 20:00,36,Good,6.0,30.7,3.9,,,,
65,Yilan,2024-05-30 20:00,41,Good,6.0,35.3,3.6,,,,
64,Yangming,2024-05-30 20:00,25,Good,8.0,14.9,1.7,,,,
63,Hualien,2024-05-30 20:00,31,Good,8.0,21.8,6.2,,,,
62,Taitung,2024-05-30 20:00,27,Good,1.0,23.9,6.0,,,,
61,Hengchun,2024-05-30 20:00,31,Good,3.0,30.5,1.3,,,,
60,Chaozhou,2024-05-30 20:00,28,Good,6.0,23.8,4.1,,,,
59,Pingtung,2024-05-30 20:00,27,Good,8.0,24.2,8.2,,,,
58,Xiaogang,2024-05-30 20:00,25,Good,7.0,24.2,10.1,,,,
57,Qianzhen,2024-05-30 20:00,25,Good,6.0,17.2,15.8,,,,
56,Qianjin,2024-05-30 20:00,21,Good,4.0,18.7,12.7,,,,
54,Zuoying,2024-05-30 20:00,29,Good,10.0,19.7,13.0,,,,
53,Nanzi,2024-05-30 20:00,25,Good,10.0,23.5,11.5,,,,
52,Linyuan,2024-05-30 20:00,31,Good,5.0,33.4,0.7,,,,
51,Daliao,2024-05-30 20:00,27,Good,7.0,27.2,3.4,,,,
50,Fengshan,2024-05-30 20:00,24,Good,7.0,23.6,8.0,,,,
49,Renwu,2024-05-30 20:00,28,Good,7.0,28.2,6.3,,,,
48,Qiaotou,2024-05-30 20:00,23,Good,5.0,17.9,13.7,,,,
47,Meinong,2024-05-30 20:00,30,Good,8.0,26.5,3.7,,,,
46,Tainan,2024-05-30 20:00,31,Good,6.0,22.3,10.1,,,,
45,Annan,2024-05-30 20:00,33,Good,10.0,21.2,13.1,,,,
44,Shanhua,2024-05-30 20:00,29,Good,5.0,23.4,2.6,,,,
43,Xinying,2024-05-30 20:00,33,Good,1.0,25.0,4.7,,,,
42,Chiayi,2024-05-30 20:00,38,Good,5.0,28.6,4.2,,,,
41,Taixi,2024-05-30 20:00,43,Good,6.0,30.0,2.1,,,,
40,Puzi,2024-05-30 20:00,30,Good,,23.3,7.7,,,,
39,Xingang,2024-05-30 20:00,38,Good,9.0,31.0,4.7,,,,
38,Lunbei,2024-05-30 20:00,37,Good,11.0,28.8,4.6,,,,
37,Douliu,2024-05-30 20:00,38,Good,7.0,27.2,7.6,,,,
36,Nantou,2024-05-30 20:00,41,Good,7.0,20.2,8.7,,,,
35,Erlin,2024-05-30 20:00,53,Moderate,23.0,26.8,5.7,,,,
34,Xianxi,2024-05-30 20:00,46,Good,11.0,30.3,6.8,,,,
33,Changhua,2024-05-30 20:00,54,Moderate,12.0,35.3,7.2,,,,
32,Xitun,2024-05-30 20:00,51,Moderate,7.0,31.6,9.2,,,,
31,Zhongming,2024-05-30 20:00,35,Good,8.0,30.4,9.2,,,,
30,Dali,2024-05-30 20:00,47,Good,9.0,21.3,11.8,,,,
29,Shalu,2024-05-30 20:00,49,Good,11.0,32.0,11.9,,,,
28,Fengyuan,2024-05-30 20:00,54,Moderate,8.0,22.9,6.7,,,,
27,Sanyi,2024-05-30 20:00,48,Good,13.0,30.9,2.1,,,,
26,Miaoli,2024-05-30 20:00,50,Good,11.0,33.6,7.5,,,,
25,Toufen,2024-05-30 20:00,46,Good,11.0,40.6,5.4,,,,
24,Hsinchu,2024-05-30 20:00,44,Good,8.0,42.9,8.7,,,,
23,Zhudong,2024-05-30 20:00,54,Moderate,18.0,21.5,10.9,,,,
22,Hukou,2024-05-30 20:00,55,Moderate,18.0,35.1,5.8,,,,
21,Longtan,2024-05-30 20:00,52,Moderate,21.0,25.7,19.8,,,,
20,Pingzhen,2024-05-30 20:00,43,Good,16.0,18.7,26.7,,,,
19,Guanyin,2024-05-30 20:00,35,Good,7.0,34.1,7.5,,,,
18,Dayuan,2024-05-30 20:00,34,Good,17.0,21.1,19.5,,,,
17,Taoyuan,2024-05-30 20:00,40,Good,13.0,26.6,23.0,,,,
16,Datong,2024-05-30 20:00,51,Moderate,12.0,11.0,31.9,,,,
15,Songshan,2024-05-30 20:00,42,Good,12.0,12.1,25.3,,,,
14,Guting,2024-05-30 20:00,35,Good,11.0,17.3,16.1,,,,
13,Wanhua,2024-05-30 20:00,47,Good,10.0,18.3,28.0,,,,
12,Zhongshan,2024-05-30 20:00,51,Moderate,13.0,10.2,31.8,,,,
11,Shilin,2024-05-30 20:00,38,Good,11.0,17.0,23.2,,,,
10,Tamsui,2024-05-30 20:00,45,Good,11.0,17.5,27.5,,,,
9,Linkou,2024-05-30 20:00,38,Good,11.0,31.5,7.2,,,,
8,Cailiao,2024-05-30 20:00,35,Good,7.0,23.5,21.3,,,,
7,Xinzhuang,2024-05-30 20:00,38,Good,11.0,18.2,23.4,,,,
6,Banqiao,2024-05-30 20:00,42,Good,8.0,20.2,25.1,,,,
5,Tucheng,2024-05-30 20:00,55,Moderate,21.0,7.9,35.2,,,,
4,Xindian,2024-05-30 20:00,38,Good,10.0,18.6,11.6,,,,
3,Wanli,2024-05-30 20:00,35,Good,5.0,14.4,7.7,,,,
2,Xizhi,2024-05-30 20:00,51,Moderate,16.0,1.1,31.8,,,,
1,Keelung,2024-05-30 20:00,28,Good,8.0,3.3,17.4,,,,
313,Pingtung（fangshan）,2024-05-30 19:00,33,Good,2.0,35.1,2.3,,,,
312,Taichung（Rilana Elementary）,2024-05-30 19:00,48,Good,8.0,41.3,5.1,,,,
311,New Taipei(Shulin),2024-05-30 19:00,52,Moderate,13.0,13.8,33.2,,,,
204,Pingtung（Liuqiu）,2024-05-30 19:00,28,Good,8.0,30.6,1.7,,,,
203,Tainan（Madou）,2024-05-30 19:00,31,Good,7.0,26.3,7.5,,,,
202,Kaohsiung（Hunei）,2024-05-30 19:00,23,Good,2.0,19.9,8.7,,,,
201,Changhua（Yuanlin）,2024-05-30 19:00,46,Good,10.0,31.6,8.7,,,,
85,Dacheng,2024-05-30 19:00,51,Moderate,5.0,35.1,4.8,,,,
84,FugueiCape,2024-05-30 19:00,43,Good,8.0,36.8,6.3,,,,
83,Mailiao,2024-05-30 19:00,45,Good,3.0,26.6,3.6,,,,
80,Guanshan,2024-05-30 19:00,28,Good,5.0,23.4,3.6,,,,
78,Magong,2024-05-30 19:00,40,Good,7.0,31.7,5.0,,,,
77,Kinmen,2024-05-30 19:00,77,Moderate,32.0,39.4,15.5,,,,
75,Matsu,2024-05-30 19:00,47,Good,11.0,44.6,2.0,,,,
72,Puli,2024-05-30 19:00,47,Good,12.0,27.4,6.7,,,,
71,Fuxing,2024-05-30 19:00,25,Good,6.0,17.4,15.9,,,,
70,Yonghe,2024-05-30 19:00,35,Good,12.0,16.6,20.6,,,,
69,Zhushan,2024-05-30 19:00,45,Good,7.0,26.2,5.6,,,,
68,Zhongli,2024-05-30 19:00,52,Moderate,15.0,11.7,33.7,,,,
67,Sanchong,2024-05-30 19:00,60,Moderate,11.0,5.3,43.3,,,,
66,Dongshan,2024-05-30 19:00,38,Good,7.0,36.4,4.8,,,,
65,Yilan,2024-05-30 19:00,43,Good,5.0,39.6,3.0,,,,
64,Yangming,2024-05-30 19:00,28,Good,6.0,19.7,1.5,,,,
63,Hualien,2024-05-30 19:00,32,Good,9.0,24.4,6.6,,,,
62,Taitung,2024-05-30 19:00,29,Good,0.0,24.8,6.2,,,,
61,Hengchun,2024-05-30 19:00,31,Good,2.0,31.9,1.7,,,,
60,Chaozhou,2024-05-30 19:00,29,Good,2.0,27.9,3.2,,,,
59,Pingtung,2024-05-30 19:00,27,Good,4.0,25.6,7.3,,,,
58,Xiaogang,2024-05-30 19:00,29,Good,7.0,22.7,10.1,,,,
57,Qianzhen,2024-05-30 19:00,32,Good,2.0,14.4,19.7,,,,
56,Qianjin,2024-05-30 19:00,22,Good,2.0,21.2,11.3,,,,
54,Zuoying,2024-05-30 19:00,30,Good,10.0,22.1,12.2,,,,
53,Nanzi,2024-05-30 19:00,24,Good,10.0,24.0,12.6,,,,
52,Linyuan,2024-05-30 19:00,31,Good,7.0,33.8,0.8,,,,
51,Daliao,2024-05-30 19:00,27,Good,7.0,28.4,3.8,,,,
50,Fengshan,2024-05-30 19:00,25,Good,11.0,22.8,10.1,,,,
49,Renwu,2024-05-30 19:00,28,Good,6.0,27.0,8.3,,,,
48,Qiaotou,2024-05-30 19:00,24,Good,3.0,20.5,12.9,,,,
47,Meinong,2024-05-30 19:00,31,Good,4.0,31.0,2.6,,,,
46,Tainan,2024-05-30 19:00,34,Good,11.0,25.3,10.5,,,,
45,Annan,2024-05-30 19:00,34,Good,11.0,24.0,12.8,,,,
44,Shanhua,2024-05-30 19:00,31,Good,8.0,27.6,2.4,,,,
43,Xinying,2024-05-30 19:00,39,Good,4.0,30.1,5.1,,,,
42,Chiayi,2024-05-30 19:00,43,Good,4.0,33.4,4.9,,,,
41,Taixi,2024-05-30 19:00,47,Good,4.0,31.3,1.8,,,,
40,Puzi,2024-05-30 19:00,34,Good,,34.0,9.4,,,,
39,Xingang,2024-05-30 19:00,43,Good,12.0,39.0,5.2,,,,
38,Lunbei,2024-05-30 19:00,41,Good,10.0,34.5,4.2,,,,
37,Douliu,2024-05-30 19:00,43,Good,4.0,34.5,6.3,,,,
36,Nantou,2024-05-30 19:00,45,Good,7.0,25.6,6.7,,,,
35,Erlin,2024-05-30 19:00,51,Moderate,15.0,37.7,3.8,,,,
34,Xianxi,2024-05-30 19:00,50,Good,11.0,35.4,6.1,,,,
33,Changhua,2024-05-30 19:00,67,Moderate,12.0,39.0,7.0,,,,
32,Xitun,2024-05-30 19:00,64,Moderate,9.0,37.5,6.5,,,,
31,Zhongming,2024-05-30 19:00,37,Good,9.0,31.4,9.7,,,,
30,Dali,2024-05-30 19:00,58,Moderate,8.0,26.8,8.7,,,,
29,Shalu,2024-05-30 19:00,58,Moderate,11.0,40.6,8.6,,,,
28,Fengyuan,2024-05-30 19:00,71,Moderate,11.0,35.2,6.0,,,,
27,Sanyi,2024-05-30 19:00,51,Moderate,10.0,37.7,3.1,,,,
26,Miaoli,2024-05-30 19:00,67,Moderate,13.0,40.4,7.1,,,,
25,Toufen,2024-05-30 19:00,50,Good,10.0,39.4,6.0,,,,
24,Hsinchu,2024-05-30 19:00,47,Good,10.0,35.7,18.5,,,,
23,Zhudong,2024-05-30 19:00,58,Moderate,17.0,30.1,9.4,,,,
22,Hukou,2024-05-30 19:00,54,Moderate,20.0,33.9,6.6,,,,
21,Longtan,2024-05-30 19:00,49,Good,19.0,35.4,16.0,,,,
20,Pingzhen,2024-05-30 19:00,38,Good,13.0,23.6,19.8,,,,
19,Guanyin,2024-05-30 19:00,51,Moderate,12.0,31.8,12.9,,,,
18,Dayuan,2024-05-30 19:00,36,Good,15.0,26.0,19.5,,,,
17,Taoyuan,2024-05-30 19:00,52,Moderate,14.0,12.0,33.4,,,,
16,Datong,2024-05-30 19:00,48,Good,10.0,14.0,29.8,,,,
15,Songshan,2024-05-30 19:00,36,Good,12.0,17.5,21.8,,,,
14,Guting,2024-05-30 19:00,38,Good,7.0,24.8,15.3,,,,
13,Wanhua,2024-05-30 19:00,42,Good,11.0,21.2,25.5,,,,
12,Zhongshan,2024-05-30 19:00,52,Moderate,8.0,11.4,32.7,,,,
11,Shilin,2024-05-30 19:00,35,Good,11.0,21.0,20.2,,,,
10,Tamsui,2024-05-30 19:00,42,Good,11.0,21.2,25.4,,,,
9,Linkou,2024-05-30 19:00,40,Good,4.0,36.3,3.9,,,,
8,Cailiao,2024-05-30 19:00,38,Good,8.0,25.6,20.7,,,,
7,Xinzhuang,2024-05-30 19:00,40,Good,11.0,18.7,24.7,,,,
6,Banqiao,2024-05-30 19:00,41,Good,8.0,24.1,21.0,,,,
5,Tucheng,2024-05-30 19:00,51,Moderate,18.0,16.3,31.6,,,,
4,Xindian,2024-05-30 19:00,42,Good,6.0,27.4,11.8,,,,
3,Wanli,2024-05-30 19:00,39,Good,5.0,18.9,12.6,,,,
2,Xizhi,2024-05-30 19:00,52,Moderate,14.0,8.9,32.9,,,,
1,Keelung,2024-05-30 19:00,27,Good,4.0,5.1,16.6,,,,
313,Pingtung（fangshan）,2024-05-30 20:00,32,Good,,30.6,,0.11,17.0,0.1,0.1
312,Taichung（Rilana Elementary）,2024-05-30 20:00,45,Good,,38.1,,0.04,34.0,0.2,0.3
311,New Taipei(Shulin),2024-05-30 20:00,54,Moderate,,8.4,,0.55,31.0,3.8,1.8
204,Pingtung（Liuqiu）,2024-05-30 20:00,28,Good,,29.6,,0.08,14.0,1.3,0.6
203,Tainan（Madou）,2024-05-30 20:00,29,Good,,20.1,,0.2,21.0,1.3,0.3
