siteid,sitename,datacreationdate,aqi,status,pm2.5,no,no2,o3,co,pm10,so2
59,Pingtung,2024-05-31 00:00,22,Good,4,0.5,4.4,22.7,0.12,16,0.5
58,Xiaogang,2024-05-31 00:00,26,Good,7,0.8,8.1,20.5,0.21,7,8.3
57,Qianzhen,2024-05-31 00:00,17,Good,5,2.1,9.9,20,0.13,11,0.9
56,Qianjin,2024-05-31 00:00,19,Good,0,0,9.7,20.4,0.1,5,1.3
54,Zuoying,2024-05-31 00:00,31,Good,12,0,9.1,20.8,0.14,8,1.9
53,Nanzi,2024-05-31 00:00,25,Good,6,0.7,15.8,14.9,0.36,15,1.6
52,Linyuan,2024-05-31 00:00,30,Good,1,0.6,0.7,30.3,0.09,28,0.6
51,Daliao,2024-05-31 00:00,25,Good,3,0.2,1.8,26.2,0.09,11,0.3
50,Fengshan,2024-05-31 00:00,22,Good,4,0.4,5.9,23.5,0.2,12,0.9
49,Renwu,2024-05-31 00:00,26,Good,8,0.7,9.5,20.9,0.34,9,1.7
48,Qiaotou,2024-05-31 00:00,19,Good,7,0.1,10.9,17.3,0.26,9,0.9
47,Meinong,2024-05-31 00:00,20,Good,8,1.3,2.7,11.8,0.16,26,0.7
46,Tainan,2024-05-31 00:00,29,Good,10,0.5,12,15,0.21,12,1.6
45,Annan,2024-05-31 00:00,30,Good,5,1.8,12.8,15.5,0.24,14,1.8
44,Shanhua,2024-05-31 00:00,27,Good,11,1.2,2.8,17.4,0.09,12,0.2
43,Xinying,2024-05-31 00:00,24,Good,0,0.5,3.5,19.5,0.15,14,0
42,Chiayi,2024-05-31 00:00,24,Good,4,1,6.1,14.6,0.17,15,1.5
41,Taixi,2024-05-31 00:00,23,Good,3,1,5.9,16.3,0.17,21,1.5
40,Puzi,2024-05-31 00:00,21,Good,,1.4,5.4,18.1,0.15,17,1.2
39,Xingang,2024-05-31 00:00,29,Good,6,1.5,3.8,19.9,0.12,15,0.4
38,Lunbei,2024-05-31 00:00,31,Good,7,3.6,5.3,14.3,0.15,13,1
37,Douliu,2024-05-31 00:00,28,Good,7,1.3,3,10.9,0.14,26,1
36,Nantou,2024-05-31 00:00,25,Good,7,0.6,5.7,7,0.16,30,0.2
35,Erlin,2024-05-31 00:00,51,Moderate,11,0.5,8.6,13.2,0.14,24,0.7
34,Xianxi,2024-05-31 00:00,38,Good,4,1.1,3.7,20,0.17,21,0.6
33,Changhua,2024-05-31 00:00,36,Good,9,1.3,11.1,12.4,0.26,23,1
32,Xitun,2024-05-31 00:00,35,Good,11,1.4,16,5.5,0.28,28,1
31,Zhongming,2024-05-31 00:00,27,Good,8,1,9.3,12,0.27,20,0.9
30,Dali,2024-05-31 00:00,40,Good,12,0.8,8.2,9.7,0.28,23,1.2
29,Shalu,2024-05-31 00:00,35,Good,5,0,8,22.6,0.21,13,0.8
28,Fengyuan,2024-05-31 00:00,27,Good,5,0.8,4.6,21.4,0.2,15,0.4
27,Sanyi,2024-05-31 00:00,32,Good,7,0.9,1.5,23.7,0.15,11,0.5
26,Miaoli,2024-05-31 00:00,43,Good,17,1,6.8,25.8,0.21,24,1.4
25,Toufen,2024-05-31 00:00,39,Good,14,1.3,7.2,22.4,0.25,32,1.5
24,Hsinchu,2024-05-31 00:00,35,Good,13,0.8,9.6,31.6,0.28,23,1.2
23,Zhudong,2024-05-31 00:00,54,Moderate,17,0.8,6.3,8.6,0.25,29,0.4
22,Hukou,2024-05-31 00:00,53,Moderate,19,0.8,15.8,13.1,0.3,21,0.6
21,Longtan,2024-05-31 00:00,56,Moderate,19,0.8,19.3,7.5,0.39,28,1
