pm10,o3,co,no2,no,so2,siteid,sitename,datacreationdate,aqi,status,pm2.5
21.0,14.2,0.24,8.5,0.9,0.3,36,Nantou,2024-05-30 21:00,35,Good,6.0
33.0,21.2,0.16,5.2,1.7,0.6,35,Erlin,2024-05-30 21:00,54,Moderate,17.0
27.0,27.7,0.22,6.9,1.5,1.3,34,Xianxi,2024-05-30 21:00,41,Good,12.0
21.0,28.0,0.28,8.3,1.5,0.7,33,Changhua,2024-05-30 21:00,46,Good,9.0
22.0,24.8,0.27,12.7,0.9,1.2,32,Xitun,2024-05-30 21:00,45,Good,11.0
14.0,24.1,0.31,8.9,0.8,1.1,31,Zhongming,2024-05-30 21:00,32,Good,5.0
14.0,15.4,0.38,11.3,1.9,1.1,30,Dali,2024-05-30 21:00,42,Good,9.0
28.0,24.6,0.38,14.3,0.2,1.2,29,Shalu,2024-05-30 21:00,44,Good,12.0
18.0,16.1,0.2,8.3,1.3,0.4,28,Fengyuan,2024-05-30 21:00,44,Good,5.0
12.0,30.3,0.14,1.0,1.1,0.5,27,Sanyi,2024-05-30 21:00,44,Good,7.0
30.0,31.2,0.23,7.5,1.2,1.0,26,Miaoli,2024-05-30 21:00,45,Good,10.0
23.0,40.4,0.24,4.9,1.4,1.6,25,Toufen,2024-05-30 21:00,44,Good,9.0
26.0,39.6,0.28,8.1,0.7,1.1,24,Hsinchu,2024-05-30 21:00,42,Good,7.0
28.0,16.4,0.3,9.5,0.5,0.8,23,Zhudong,2024-05-30 21:00,56,Moderate,19.0
24.0,33.1,0.24,5.5,0.6,0.8,22,Hukou,2024-05-30 21:00,56,Moderate,18.0
32.0,23.0,0.39,18.6,0.2,1.6,21,Longtan,2024-05-30 21:00,55,Moderate,19.0
32.0,23.3,0.32,20.8,0.0,2.5,20,Pingzhen,2024-05-30 21:00,43,Good,15.0
16.0,33.6,0.19,8.5,0.4,1.6,19,Guanyin,2024-05-30 21:00,34,Good,6.0
24.0,21.9,0.32,15.7,1.3,1.6,18,Dayuan,2024-05-30 21:00,38,Good,13.0
25.0,26.9,0.4,18.6,0.4,2.2,17,Taoyuan,2024-05-30 21:00,42,Good,15.0
21.0,18.0,1.26,28.2,18.8,1.6,16,Datong,2024-05-30 21:00,47,Good,10.0
22.0,6.7,0.62,27.3,10.9,0.9,15,Songshan,2024-05-30 21:00,45,Good,17.0
21.0,10.6,0.46,18.2,1.8,0.8,14,Guting,2024-05-30 21:00,31,Good,13.0
19.0,16.3,0.69,28.6,1.1,1.1,13,Wanhua,2024-05-30 21:00,47,Good,10.0
21.0,18.7,0.72,26.6,6.9,1.1,12,Zhongshan,2024-05-30 21:00,43,Good,10.0
24.0,13.5,0.37,25.4,0.8,1.2,11,Shilin,2024-05-30 21:00,42,Good,14.0
28.0,12.0,0.36,23.5,1.3,2.3,10,Tamsui,2024-05-30 21:00,38,Good,14.0
15.0,25.5,0.36,22.7,8.0,2.5,9,Linkou,2024-05-30 21:00,37,Good,12.0
15.0,29.5,0.39,17.1,0.9,1.2,8,Cailiao,2024-05-30 21:00,32,Good,10.0
15.0,26.5,0.44,19.6,0.3,1.6,7,Xinzhuang,2024-05-30 21:00,35,Good,14.0
26.0,21.8,0.55,23.5,0.9,2.9,6,Banqiao,2024-05-30 21:00,38,Good,18.0
27.0,5.5,0.56,31.9,2.6,1.1,5,Tucheng,2024-05-30 21:00,57,Moderate,18.0
12.0,13.1,0.36,11.1,2.8,0.7,4,Xindian,2024-05-30 21:00,32,Good,12.0
12.0,10.4,0.23,5.7,1.7,0.1,3,Wanli,2024-05-30 21:00,31,Good,4.0
22.0,2.7,0.63,26.4,15.1,1.0,2,Xizhi,2024-05-30 21:00,43,Good,11.0
24.0,2.4,0.58,17.3,6.3,1.3,1,Keelung,2024-05-30 21:00,28,Good,11.0
17.0,30.6,0.11,4.5,0.1,0.1,313,Pingtung（fangshan）,2024-05-30 20:00,32,Good,4.0
34.0,38.1,0.04,5.7,0.2,0.3,312,Taichung（Rilana Elementary）,2024-05-30 20:00,45,Good,10.0
31.0,8.4,0.55,35.1,3.8,1.8,311,New Taipei(Shulin),2024-05-30 20:00,54,Moderate,18.0
14.0,29.6,0.08,1.4,1.3,0.6,204,Pingtung（Liuqiu）,2024-05-30 20:00,28,Good,7.0
21.0,20.1,0.2,10.5,1.3,0.3,203,Tainan（Madou）,2024-05-30 20:00,29,Good,10.0
15.0,15.1,0.27,11.7,2.0,0.6,202,Kaohsiung（Hunei）,2024-05-30 20:00,21,Good,4.0
30.0,27.7,0.36,10.6,1.1,1.9,201,Changhua（Yuanlin）,2024-05-30 20:00,42,Good,10.0
13.0,27.7,0.1,4.7,0.6,0.7,85,Dacheng,2024-05-30 20:00,46,Good,5.0
27.0,31.1,0.15,8.3,0.2,0.3,84,FugueiCape,2024-05-30 20:00,41,Good,8.0
16.0,23.2,0.2,5.7,0.4,1.0,83,Mailiao,2024-05-30 20:00,41,Good,7.0
16.0,23.4,0.11,2.9,0.4,0.5,80,Guanshan,2024-05-30 20:00,26,Good,2.0
8.0,32.4,0.17,4.8,1.1,0.9,78,Magong,2024-05-30 20:00,37,Good,4.0
29.0,33.0,0.37,15.1,0.5,1.5,77,Kinmen,2024-05-30 20:00,80,Moderate,29.0
24.0,39.9,0.2,3.3,0.6,0.6,75,Matsu,2024-05-30 20:00,46,Good,15.0
19.0,22.5,0.38,9.0,1.6,1.0,72,Puli,2024-05-30 20:00,43,Good,9.0
16.0,21.6,0.31,11.5,1.9,4.2,71,Fuxing,2024-05-30 20:00,21,Good,7.0
21.0,8.8,1.13,27.1,11.2,1.1,70,Yonghe,2024-05-30 20:00,45,Good,15.0
25.0,17.6,0.25,7.0,0.7,1.0,69,Zhushan,2024-05-30 20:00,40,Good,7.0
36.0,10.9,0.97,33.5,19.8,2.4,68,Zhongli,2024-05-30 20:00,52,Moderate,21.0
17.0,3.8,1.75,46.2,83.5,1.4,67,Sanchong,2024-05-30 20:00,62,Moderate,12.0
24.0,30.7,0.21,3.9,0.7,0.4,66,Dongshan,2024-05-30 20:00,36,Good,6.0
6.0,35.3,0.24,3.6,0.3,0.9,65,Yilan,2024-05-30 20:00,41,Good,6.0
16.0,14.9,0.17,1.7,0.6,0.7,64,Yangming,2024-05-30 20:00,25,Good,8.0
8.0,21.8,0.28,6.2,0.7,0.2,63,Hualien,2024-05-30 20:00,31,Good,8.0
8.0,23.9,0.28,6.0,1.9,0.1,62,Taitung,2024-05-30 20:00,27,Good,1.0
10.0,30.5,0.1,1.3,0.5,0.7,61,Hengchun,2024-05-30 20:00,31,Good,3.0
23.0,23.8,0.11,4.1,0.2,0.8,60,Chaozhou,2024-05-30 20:00,28,Good,6.0
14.0,24.2,0.28,8.2,0.7,0.6,59,Pingtung,2024-05-30 20:00,27,Good,8.0
11.0,24.2,0.26,10.1,0.7,2.4,58,Xiaogang,2024-05-30 20:00,25,Good,7.0
16.0,17.2,0.5,15.8,5.5,6.1,57,Qianzhen,2024-05-30 20:00,25,Good,6.0
13.0,18.7,0.18,12.7,0.1,3.2,56,Qianjin,2024-05-30 20:00,21,Good,4.0
17.0,19.7,0.33,13.0,0.3,2.4,54,Zuoying,2024-05-30 20:00,29,Good,10.0
13.0,23.5,0.2,11.5,0.6,1.0,53,Nanzi,2024-05-30 20:00,25,Good,10.0
19.0,33.4,0.11,0.7,0.7,0.8,52,Linyuan,2024-05-30 20:00,31,Good,5.0
19.0,27.2,0.12,3.4,0.3,0.4,51,Daliao,2024-05-30 20:00,27,Good,7.0
16.0,23.6,0.32,8.0,0.8,2.1,50,Fengshan,2024-05-30 20:00,24,Good,7.0
6.0,28.2,0.21,6.3,0.9,,49,Renwu,2024-05-30 20:00,28,Good,7.0
13.0,17.9,0.31,13.7,0.1,1.3,48,Qiaotou,2024-05-30 20:00,23,Good,5.0
15.0,26.5,0.15,3.7,1.1,0.8,47,Meinong,2024-05-30 20:00,30,Good,8.0
14.0,22.3,0.26,10.1,0.6,1.0,46,Tainan,2024-05-30 20:00,31,Good,6.0
12.0,21.2,0.29,13.1,2.1,1.1,45,Annan,2024-05-30 20:00,33,Good,10.0
13.0,23.4,0.09,2.6,1.0,0.4,44,Shanhua,2024-05-30 20:00,29,Good,5.0
18.0,25.0,0.17,4.7,0.8,0.0,43,Xinying,2024-05-30 20:00,33,Good,1.0
13.0,28.6,0.15,4.2,0.7,1.3,42,Chiayi,2024-05-30 20:00,38,Good,5.0
16.0,30.0,0.12,2.1,0.8,1.3,41,Taixi,2024-05-30 20:00,43,Good,6.0
20.0,23.3,0.23,7.7,3.0,1.2,40,Puzi,2024-05-30 20:00,30,Good,
22.0,31.0,0.16,4.7,1.2,0.9,39,Xingang,2024-05-30 20:00,38,Good,9.0
19.0,28.8,0.17,4.6,0.7,0.9,38,Lunbei,2024-05-30 20:00,37,Good,11.0
25.0,27.2,0.25,7.6,1.4,2.1,37,Douliu,2024-05-30 20:00,38,Good,7.0
22.0,20.2,0.2,8.7,1.0,0.3,36,Nantou,2024-05-30 20:00,41,Good,7.0
30.0,26.8,0.17,5.7,1.7,0.6,35,Erlin,2024-05-30 20:00,53,Moderate,23.0
24.0,30.3,0.2,6.8,1.2,1.1,34,Xianxi,2024-05-30 20:00,46,Good,11.0
21.0,35.3,0.22,7.2,1.3,0.5,33,Changhua,2024-05-30 20:00,54,Moderate,12.0
19.0,31.6,0.24,9.2,0.7,0.9,32,Xitun,2024-05-30 20:00,51,Moderate,7.0
21.0,30.4,0.26,9.2,0.7,1.2,31,Zhongming,2024-05-30 20:00,35,Good,8.0
15.0,21.3,0.39,11.8,1.2,1.4,30,Dali,2024-05-30 20:00,47,Good,9.0
33.0,32.0,0.31,11.9,0.2,1.1,29,Shalu,2024-05-30 20:00,49,Good,11.0
16.0,22.9,0.22,6.7,1.0,0.7,28,Fengyuan,2024-05-30 20:00,54,Moderate,8.0
13.0,30.9,0.17,2.1,1.0,0.6,27,Sanyi,2024-05-30 20:00,48,Good,13.0
25.0,33.6,0.23,7.5,1.2,0.9,26,Miaoli,2024-05-30 20:00,50,Good,11.0
26.0,40.6,0.26,5.4,1.4,1.4,25,Toufen,2024-05-30 20:00,46,Good,11.0
15.0,42.9,0.28,8.7,0.8,1.0,24,Hsinchu,2024-05-30 20:00,44,Good,8.0
23.0,21.5,0.34,10.9,0.4,2.8,23,Zhudong,2024-05-30 20:00,54,Moderate,18.0
27.0,35.1,0.23,5.8,0.5,3.4,22,Hukou,2024-05-30 20:00,55,Moderate,18.0
32.0,25.7,0.4,19.8,0.3,1.2,21,Longtan,2024-05-30 20:00,52,Moderate,21.0
31.0,18.7,0.4,26.7,0.1,2.0,20,Pingzhen,2024-05-30 20:00,43,Good,16.0
18.0,34.1,0.19,7.5,0.1,2.2,19,Guanyin,2024-05-30 20:00,35,Good,7.0
26.0,21.1,0.36,19.5,1.3,2.2,18,Dayuan,2024-05-30 20:00,34,Good,17.0
26.0,26.6,0.39,23.0,0.9,1.5,17,Taoyuan,2024-05-30 20:00,40,Good,13.0
19.0,11.0,1.18,31.9,14.6,1.8,16,Datong,2024-05-30 20:00,51,Moderate,12.0
22.0,12.1,0.57,25.3,9.1,0.6,15,Songshan,2024-05-30 20:00,42,Good,12.0
17.0,17.3,0.45,16.1,1.6,0.7,14,Guting,2024-05-30 20:00,35,Good,11.0
21.0,18.3,0.55,28.0,1.6,0.5,13,Wanhua,2024-05-30 20:00,47,Good,10.0
20.0,10.2,0.86,31.8,7.5,0.7,12,Zhongshan,2024-05-30 20:00,51,Moderate,13.0
27.0,17.0,0.34,23.2,1.0,0.9,11,Shilin,2024-05-30 20:00,38,Good,11.0
28.0,17.5,0.25,27.5,1.3,3.6,10,Tamsui,2024-05-30 20:00,45,Good,11.0
30.0,31.5,0.24,7.2,7.0,1.3,9,Linkou,2024-05-30 20:00,38,Good,11.0
23.0,23.5,0.41,21.3,1.3,1.1,8,Cailiao,2024-05-30 20:00,35,Good,7.0
13.0,18.2,0.48,23.4,0.3,0.8,7,Xinzhuang,2024-05-30 20:00,38,Good,11.0
22.0,20.2,0.58,25.1,0.9,2.3,6,Banqiao,2024-05-30 20:00,42,Good,8.0
28.0,7.9,0.65,35.2,1.8,1.8,5,Tucheng,2024-05-30 20:00,55,Moderate,21.0
18.0,18.6,0.38,11.6,1.7,0.9,4,Xindian,2024-05-30 20:00,38,Good,10.0
18.0,14.4,0.24,7.7,1.7,0.2,3,Wanli,2024-05-30 20:00,35,Good,5.0
23.0,1.1,0.6,31.8,14.7,1.8,2,Xizhi,2024-05-30 20:00,51,Moderate,16.0
20.0,3.3,0.48,17.4,4.8,1.2,1,Keelung,2024-05-30 20:00,28,Good,8.0
19.0,35.1,0.09,2.3,0.0,0.0,313,Pingtung（fangshan）,2024-05-30 19:00,33,Good,2.0
40.0,41.3,0.05,5.1,0.2,0.5,312,Taichung（Rilana Elementary）,2024-05-30 19:00,48,Good,8.0
22.0,13.8,0.47,33.2,1.8,2.7,311,New Taipei(Shulin),2024-05-30 19:00,52,Moderate,13.0
9.0,30.6,0.11,1.7,1.3,0.7,204,Pingtung（Liuqiu）,2024-05-30 19:00,28,Good,8.0
15.0,26.3,0.17,7.5,1.2,0.4,203,Tainan（Madou）,2024-05-30 19:00,31,Good,7.0
15.0,19.9,0.18,8.7,2.6,0.5,202,Kaohsiung（Hunei）,2024-05-30 19:00,23,Good,2.0
26.0,31.6,0.28,8.7,0.9,2.2,201,Changhua（Yuanlin）,2024-05-30 19:00,46,Good,10.0
19.0,35.1,0.1,4.8,0.6,1.0,85,Dacheng,2024-05-30 19:00,51,Moderate,5.0
26.0,36.8,0.13,6.3,0.1,0.2,84,FugueiCape,2024-05-30 19:00,43,Good,8.0
17.0,26.6,0.17,3.6,0.0,1.2,83,Mailiao,2024-05-30 19:00,45,Good,3.0
6.0,23.4,0.12,3.6,0.3,0.6,80,Guanshan,2024-05-30 19:00,28,Good,5.0
4.0,31.7,0.18,5.0,1.3,1.0,78,Magong,2024-05-30 19:00,40,Good,7.0
38.0,39.4,0.37,15.5,0.5,1.7,77,Kinmen,2024-05-30 19:00,77,Moderate,32.0
19.0,44.6,0.18,2.0,0.5,0.7,75,Matsu,2024-05-30 19:00,47,Good,11.0
15.0,27.4,0.32,6.7,1.6,1.0,72,Puli,2024-05-30 19:00,47,Good,12.0
12.0,17.4,0.33,15.9,2.7,2.2,71,Fuxing,2024-05-30 19:00,25,Good,6.0
13.0,16.6,0.82,20.6,7.6,0.8,70,Yonghe,2024-05-30 19:00,35,Good,12.0
13.0,26.2,0.21,5.6,0.5,1.1,69,Zhushan,2024-05-30 19:00,45,Good,7.0
19.0,11.7,1.08,33.7,22.9,1.8,68,Zhongli,2024-05-30 19:00,52,Moderate,15.0
20.0,5.3,2.07,43.3,77.7,1.2,67,Sanchong,2024-05-30 19:00,60,Moderate,11.0
20.0,36.4,0.21,4.8,1.1,0.5,66,Dongshan,2024-05-30 19:00,38,Good,7.0
18.0,39.6,0.2,3.0,0.4,0.9,65,Yilan,2024-05-30 19:00,43,Good,5.0
10.0,19.7,0.16,1.5,0.5,1.0,64,Yangming,2024-05-30 19:00,28,Good,6.0
14.0,24.4,0.27,6.6,0.7,0.3,63,Hualien,2024-05-30 19:00,32,Good,9.0
7.0,24.8,0.3,6.2,2.3,0.3,62,Taitung,2024-05-30 19:00,29,Good,0.0
9.0,31.9,0.1,1.7,0.6,0.6,61,Hengchun,2024-05-30 19:00,31,Good,2.0
13.0,27.9,0.11,3.2,0.2,0.9,60,Chaozhou,2024-05-30 19:00,29,Good,2.0
13.0,25.6,0.28,7.3,0.8,0.5,59,Pingtung,2024-05-30 19:00,27,Good,4.0
11.0,22.7,0.5,10.1,1.2,3.7,58,Xiaogang,2024-05-30 19:00,29,Good,7.0
12.0,14.4,0.7,19.7,6.6,2.5,57,Qianzhen,2024-05-30 19:00,32,Good,2.0
11.0,21.2,0.16,11.3,0.5,1.2,56,Qianjin,2024-05-30 19:00,22,Good,2.0
14.0,22.1,0.25,12.2,0.7,1.6,54,Zuoying,2024-05-30 19:00,30,Good,10.0
17.0,24.0,0.28,12.6,0.8,0.6,53,Nanzi,2024-05-30 19:00,24,Good,10.0
21.0,33.8,0.1,0.8,0.7,0.8,52,Linyuan,2024-05-30 19:00,31,Good,7.0
21.0,28.4,0.12,3.8,0.3,0.3,51,Daliao,2024-05-30 19:00,27,Good,7.0
18.0,22.8,0.38,10.1,1.3,1.3,50,Fengshan,2024-05-30 19:00,25,Good,11.0
7.0,27.0,0.28,8.3,1.0,,49,Renwu,2024-05-30 19:00,28,Good,6.0
33.0,20.5,0.39,12.9,0.5,1.5,48,Qiaotou,2024-05-30 19:00,24,Good,3.0
17.0,31.0,0.13,2.6,1.3,0.7,47,Meinong,2024-05-30 19:00,31,Good,4.0
19.0,25.3,0.28,10.5,0.9,1.2,46,Tainan,2024-05-30 19:00,34,Good,11.0
22.0,24.0,0.32,12.8,2.6,1.2,45,Annan,2024-05-30 19:00,34,Good,11.0
14.0,27.6,0.09,2.4,1.2,0.2,44,Shanhua,2024-05-30 19:00,31,Good,8.0
15.0,30.1,0.19,5.1,0.9,0.1,43,Xinying,2024-05-30 19:00,39,Good,4.0
17.0,33.4,0.19,4.9,0.8,1.3,42,Chiayi,2024-05-30 19:00,43,Good,4.0
16.0,31.3,0.11,1.8,1.0,1.3,41,Taixi,2024-05-30 19:00,47,Good,4.0
22.0,34.0,0.27,9.4,2.4,1.2,40,Puzi,2024-05-30 19:00,34,Good,
15.0,39.0,0.18,5.2,1.3,0.9,39,Xingang,2024-05-30 19:00,43,Good,12.0
13.0,34.5,0.17,4.2,1.0,0.8,38,Lunbei,2024-05-30 19:00,41,Good,10.0
23.0,34.5,0.27,6.3,1.3,1.7,37,Douliu,2024-05-30 19:00,43,Good,4.0
14.0,25.6,0.21,6.7,1.1,0.5,36,Nantou,2024-05-30 19:00,45,Good,7.0
17.0,37.7,0.16,3.8,1.7,0.7,35,Erlin,2024-05-30 19:00,51,Moderate,15.0
11.0,35.4,0.19,6.1,1.4,0.5,34,Xianxi,2024-05-30 19:00,50,Good,11.0
20.0,39.0,0.19,7.0,1.7,0.4,33,Changhua,2024-05-30 19:00,67,Moderate,12.0
22.0,37.5,0.21,6.5,0.8,1.1,32,Xitun,2024-05-30 19:00,64,Moderate,9.0
18.0,31.4,0.29,9.7,1.0,1.2,31,Zhongming,2024-05-30 19:00,37,Good,9.0
14.0,26.8,0.28,8.7,0.6,1.6,30,Dali,2024-05-30 19:00,58,Moderate,8.0
31.0,40.6,0.27,8.6,0.3,1.2,29,Shalu,2024-05-30 19:00,58,Moderate,11.0
20.0,35.2,0.22,6.0,1.0,0.8,28,Fengyuan,2024-05-30 19:00,71,Moderate,11.0
18.0,37.7,0.19,3.1,1.2,0.8,27,Sanyi,2024-05-30 19:00,51,Moderate,10.0
20.0,40.4,0.22,7.1,1.0,1.2,26,Miaoli,2024-05-30 19:00,67,Moderate,13.0
26.0,39.4,0.27,6.0,1.5,1.3,25,Toufen,2024-05-30 19:00,50,Good,10.0
23.0,35.7,0.34,18.5,0.7,3.9,24,Hsinchu,2024-05-30 19:00,47,Good,10.0
21.0,30.1,0.31,9.4,0.5,0.1,23,Zhudong,2024-05-30 19:00,58,Moderate,17.0
24.0,33.9,0.24,6.6,0.8,6.7,22,Hukou,2024-05-30 19:00,54,Moderate,20.0
25.0,35.4,0.32,16.0,0.4,1.4,21,Longtan,2024-05-30 19:00,49,Good,19.0
28.0,23.6,0.35,19.8,0.2,0.7,20,Pingzhen,2024-05-30 19:00,38,Good,13.0
21.0,31.8,0.22,12.9,0.5,21.4,19,Guanyin,2024-05-30 19:00,51,Moderate,12.0
28.0,26.0,0.36,19.5,1.8,2.1,18,Dayuan,2024-05-30 19:00,36,Good,15.0
29.0,12.0,0.49,33.4,1.9,2.0,17,Taoyuan,2024-05-30 19:00,52,Moderate,14.0
21.0,14.0,1.41,29.8,20.6,1.8,16,Datong,2024-05-30 19:00,48,Good,10.0
13.0,17.5,0.47,21.8,6.1,0.2,15,Songshan,2024-05-30 19:00,36,Good,12.0
11.0,24.8,0.45,15.3,1.6,0.4,14,Guting,2024-05-30 19:00,38,Good,7.0
21.0,21.2,0.64,25.5,1.7,0.6,13,Wanhua,2024-05-30 19:00,42,Good,11.0
14.0,11.4,0.84,32.7,13.7,1.0,12,Zhongshan,2024-05-30 19:00,52,Moderate,8.0
23.0,21.0,0.35,20.2,1.1,0.5,11,Shilin,2024-05-30 19:00,35,Good,11.0
27.0,21.2,0.26,25.4,2.5,2.9,10,Tamsui,2024-05-30 19:00,42,Good,11.0
13.0,36.3,0.18,3.9,0.6,0.9,9,Linkou,2024-05-30 19:00,40,Good,4.0
18.0,25.6,0.48,20.7,1.1,0.9,8,Cailiao,2024-05-30 19:00,38,Good,8.0
13.0,18.7,0.55,24.7,3.3,0.7,7,Xinzhuang,2024-05-30 19:00,40,Good,11.0
17.0,24.1,0.55,21.0,1.3,1.0,6,Banqiao,2024-05-30 19:00,41,Good,8.0
28.0,16.3,0.65,31.6,1.5,2.3,5,Tucheng,2024-05-30 19:00,51,Moderate,18.0
13.0,27.4,0.39,11.8,1.6,0.6,4,Xindian,2024-05-30 19:00,42,Good,6.0
27.0,18.9,0.29,12.6,1.6,0.4,3,Wanli,2024-05-30 19:00,39,Good,5.0
27.0,8.9,0.44,32.9,3.6,4.0,2,Xizhi,2024-05-30 19:00,52,Moderate,14.0
19.0,5.1,0.47,16.6,5.2,1.4,1,Keelung,2024-05-30 19:00,27,Good,4.0
14.0,36.0,0.09,1.7,0.1,0.0,313,Pingtung（fangshan）,2024-05-30 18:00,33,Good,0.0
32.0,43.4,0.1,5.3,0.3,0.6,312,Taichung（Rilana Elementary）,2024-05-30 18:00,50,Good,10.0
23.0,16.8,0.41,24.7,1.5,5.9,311,New Taipei(Shulin),2024-05-30 18:00,49,Good,19.0
10.0,30.2,0.1,1.7,1.2,0.7,204,Pingtung（Liuqiu）,2024-05-30 18:00,27,Good,7.0
22.0,32.4,0.19,7.1,1.9,0.0,203,Tainan（Madou）,2024-05-30 18:00,32,Good,8.0
16.0,24.2,0.26,7.6,2.9,1.2,202,Kaohsiung（Hunei）,2024-05-30 18:00,26,Good,6.0
22.0,25.8,0.39,10.7,5.8,1.8,201,Changhua（Yuanlin）,2024-05-30 18:00,52,Moderate,10.0
18.0,43.0,0.09,3.8,0.5,1.0,85,Dacheng,2024-05-30 18:00,64,Moderate,4.0
39.0,42.9,0.14,2.9,0.2,0.2,84,FugueiCape,2024-05-30 18:00,44,Good,12.0
11.0,28.5,0.15,3.7,1.1,1.2,83,Mailiao,2024-05-30 18:00,49,Good,8.0
4.0,,0.15,2.7,0.4,0.4,80,Guanshan,2024-05-30 18:00,30,Good,5.0
7.0,31.6,0.23,4.9,1.9,1.1,78,Magong,2024-05-30 18:00,42,Good,8.0
37.0,46.7,0.35,13.8,0.5,1.7,77,Kinmen,2024-05-30 18:00,72,Moderate,29.0
24.0,50.5,0.18,1.8,0.5,0.9,75,Matsu,2024-05-30 18:00,47,Good,12.0
20.0,38.6,0.25,4.9,1.5,1.0,72,Puli,2024-05-30 18:00,50,Good,16.0
15.0,22.1,0.33,13.7,3.1,1.8,71,Fuxing,2024-05-30 18:00,23,Good,3.0
11.0,18.8,0.89,26.1,7.4,0.7,70,Yonghe,2024-05-30 18:00,43,Good,10.0
10.0,31.8,0.16,5.5,0.8,1.2,69,Zhushan,2024-05-30 18:00,53,Moderate,8.0
27.0,12.8,1.14,36.5,27.7,1.7,68,Zhongli,2024-05-30 18:00,55,Moderate,11.0
22.0,11.6,1.21,38.5,50.4,0.8,67,Sanchong,2024-05-30 18:00,56,Moderate,12.0
23.0,35.0,0.26,8.1,2.3,0.5,66,Dongshan,2024-05-30 18:00,39,Good,7.0
22.0,41.2,0.23,3.4,0.5,0.9,65,Yilan,2024-05-30 18:00,44,Good,6.0
10.0,30.2,0.15,1.3,0.7,0.9,64,Yangming,2024-05-30 18:00,29,Good,6.0
42.0,27.6,0.27,6.0,1.2,0.6,63,Hualien,2024-05-30 18:00,33,Good,11.0
7.0,25.3,0.34,6.4,2.9,0.2,62,Taitung,2024-05-30 18:00,31,Good,0.0
20.0,34.7,0.1,1.2,0.7,0.6,61,Hengchun,2024-05-30 18:00,31,Good,3.0
12.0,30.2,0.09,2.3,0.2,0.9,60,Chaozhou,2024-05-30 18:00,29,Good,4.0
17.0,27.0,0.25,6.4,1.1,0.6,59,Pingtung,2024-05-30 18:00,28,Good,3.0
19.0,24.1,0.44,10.8,2.2,5.4,58,Xiaogang,2024-05-30 18:00,31,Good,7.0
21.0,20.2,0.51,16.8,6.5,1.6,57,Qianzhen,2024-05-30 18:00,27,Good,2.0
17.0,25.1,0.13,8.7,1.2,1.6,56,Qianjin,2024-05-30 18:00,23,Good,1.0
14.0,25.6,0.23,10.1,1.4,1.5,54,Zuoying,2024-05-30 18:00,32,Good,7.0
22.0,26.4,0.24,11.3,1.4,0.5,53,Nanzi,2024-05-30 18:00,24,Good,7.0
20.0,34.1,0.11,0.7,0.9,0.8,52,Linyuan,2024-05-30 18:00,31,Good,3.0
17.0,29.0,0.12,3.9,0.9,0.3,51,Daliao,2024-05-30 18:00,27,Good,5.0
25.0,25.5,0.43,9.8,1.7,1.6,50,Fengshan,2024-05-30 18:00,26,Good,7.0
11.0,30.7,0.24,6.5,1.2,0.0,49,Renwu,2024-05-30 18:00,29,Good,4.0
14.0,24.2,0.35,9.8,1.0,1.5,48,Qiaotou,2024-05-30 18:00,26,Good,4.0
15.0,33.0,0.11,2.1,1.2,0.7,47,Meinong,2024-05-30 18:00,33,Good,2.0
21.0,31.6,0.28,9.2,1.1,1.5,46,Tainan,2024-05-30 18:00,36,Good,13.0
26.0,29.3,0.29,12.7,3.3,0.8,45,Annan,2024-05-30 18:00,37,Good,13.0
18.0,33.4,0.11,3.8,1.3,0.8,44,Shanhua,2024-05-30 18:00,35,Good,7.0
17.0,38.7,0.25,6.5,0.9,0.3,43,Xinying,2024-05-30 18:00,42,Good,5.0
15.0,36.6,0.18,4.4,1.2,1.4,42,Chiayi,2024-05-30 18:00,45,Good,4.0
17.0,31.5,0.11,1.9,1.3,1.4,41,Taixi,2024-05-30 18:00,50,Good,3.0
17.0,31.4,0.24,7.3,3.1,1.1,40,Puzi,2024-05-30 18:00,37,Good,
14.0,38.5,0.14,4.4,1.9,0.8,39,Xingang,2024-05-30 18:00,45,Good,8.0
9.0,32.6,0.16,4.3,1.6,1.1,38,Lunbei,2024-05-30 18:00,43,Good,5.0
10.0,30.7,0.21,4.2,1.8,1.6,37,Douliu,2024-05-30 18:00,46,Good,4.0
14.0,27.3,0.18,6.0,1.6,0.5,36,Nantou,2024-05-30 18:00,50,Good,6.0
17.0,43.7,0.14,3.5,1.8,0.9,35,Erlin,2024-05-30 18:00,61,Moderate,11.0
20.0,43.7,0.18,5.6,1.6,1.3,34,Xianxi,2024-05-30 18:00,54,Moderate,7.0
30.0,42.5,0.21,7.9,1.8,0.5,33,Changhua,2024-05-30 18:00,77,Moderate,10.0
28.0,42.9,0.18,5.8,0.9,1.2,32,Xitun,2024-05-30 18:00,71,Moderate,8.0
23.0,35.8,0.28,9.7,1.3,1.3,31,Zhongming,2024-05-30 18:00,43,Good,8.0
21.0,35.2,0.35,11.6,1.1,1.8,30,Dali,2024-05-30 18:00,71,Moderate,16.0
34.0,44.3,0.27,8.8,0.5,1.5,29,Shalu,2024-05-30 18:00,67,Moderate,10.0
24.0,43.4,0.27,9.0,2.5,0.9,28,Fengyuan,2024-05-30 18:00,80,Moderate,9.0
36.0,46.7,0.25,4.0,1.3,1.4,27,Sanyi,2024-05-30 18:00,58,Moderate,19.0
